# REM-INV-4 LIVE grants — captured 2026-09-13T05:44:14.707Z
# [TABLES] grantee	schema	table	privilege  (rows=4133)
service_role	public	w62_df04_synthetic_rows	TRUNCATE
service_role	public	w62_df04_synthetic_rows	UPDATE
postgres	public	w62_zero_cost_flags	DELETE
postgres	public	w62_zero_cost_flags	INSERT
postgres	public	w62_zero_cost_flags	REFERENCES
postgres	public	w62_zero_cost_flags	SELECT
postgres	public	w62_zero_cost_flags	TRIGGER
postgres	public	w62_zero_cost_flags	TRUNCATE
postgres	public	w62_zero_cost_flags	UPDATE
service_role	public	w62_zero_cost_flags	DELETE
service_role	public	w62_zero_cost_flags	INSERT
service_role	public	w62_zero_cost_flags	REFERENCES
service_role	public	w62_zero_cost_flags	SELECT
service_role	public	w62_zero_cost_flags	TRIGGER
service_role	public	w62_zero_cost_flags	TRUNCATE
service_role	public	w62_zero_cost_flags	UPDATE
postgres	public	wac_change_log	DELETE
postgres	public	wac_change_log	INSERT
postgres	public	wac_change_log	REFERENCES
postgres	public	wac_change_log	SELECT
postgres	public	wac_change_log	TRIGGER
postgres	public	wac_change_log	TRUNCATE
postgres	public	wac_change_log	UPDATE
service_role	public	wac_change_log	DELETE
service_role	public	wac_change_log	INSERT
service_role	public	wac_change_log	REFERENCES
service_role	public	wac_change_log	SELECT
service_role	public	wac_change_log	TRIGGER
service_role	public	wac_change_log	TRUNCATE
service_role	public	wac_change_log	UPDATE
anon	public	wallet_accounts	DELETE
anon	public	wallet_accounts	INSERT
anon	public	wallet_accounts	REFERENCES
anon	public	wallet_accounts	SELECT
anon	public	wallet_accounts	TRIGGER
anon	public	wallet_accounts	TRUNCATE
anon	public	wallet_accounts	UPDATE
authenticated	public	wallet_accounts	DELETE
authenticated	public	wallet_accounts	INSERT
authenticated	public	wallet_accounts	REFERENCES
authenticated	public	wallet_accounts	SELECT
authenticated	public	wallet_accounts	TRIGGER
authenticated	public	wallet_accounts	TRUNCATE
authenticated	public	wallet_accounts	UPDATE
postgres	public	wallet_accounts	DELETE
postgres	public	wallet_accounts	INSERT
postgres	public	wallet_accounts	REFERENCES
postgres	public	wallet_accounts	SELECT
postgres	public	wallet_accounts	TRIGGER
postgres	public	wallet_accounts	TRUNCATE
postgres	public	wallet_accounts	UPDATE
service_role	public	wallet_accounts	DELETE
service_role	public	wallet_accounts	INSERT
service_role	public	wallet_accounts	REFERENCES
service_role	public	wallet_accounts	SELECT
service_role	public	wallet_accounts	TRIGGER
service_role	public	wallet_accounts	TRUNCATE
service_role	public	wallet_accounts	UPDATE
anon	public	wallet_transactions	DELETE
anon	public	wallet_transactions	INSERT
anon	public	wallet_transactions	REFERENCES
anon	public	wallet_transactions	SELECT
anon	public	wallet_transactions	TRIGGER
anon	public	wallet_transactions	TRUNCATE
anon	public	wallet_transactions	UPDATE
authenticated	public	wallet_transactions	DELETE
authenticated	public	wallet_transactions	INSERT
authenticated	public	wallet_transactions	REFERENCES
authenticated	public	wallet_transactions	SELECT
authenticated	public	wallet_transactions	TRIGGER
authenticated	public	wallet_transactions	TRUNCATE
authenticated	public	wallet_transactions	UPDATE
postgres	public	wallet_transactions	DELETE
postgres	public	wallet_transactions	INSERT
postgres	public	wallet_transactions	REFERENCES
postgres	public	wallet_transactions	SELECT
postgres	public	wallet_transactions	TRIGGER
postgres	public	wallet_transactions	TRUNCATE
postgres	public	wallet_transactions	UPDATE
service_role	public	wallet_transactions	DELETE
service_role	public	wallet_transactions	INSERT
service_role	public	wallet_transactions	REFERENCES
service_role	public	wallet_transactions	SELECT
service_role	public	wallet_transactions	TRIGGER
service_role	public	wallet_transactions	TRUNCATE
service_role	public	wallet_transactions	UPDATE
anon	public	warehouse_stock	DELETE
anon	public	warehouse_stock	INSERT
anon	public	warehouse_stock	REFERENCES
anon	public	warehouse_stock	SELECT
anon	public	warehouse_stock	TRIGGER
anon	public	warehouse_stock	TRUNCATE
anon	public	warehouse_stock	UPDATE
authenticated	public	warehouse_stock	DELETE
authenticated	public	warehouse_stock	INSERT
authenticated	public	warehouse_stock	REFERENCES
authenticated	public	warehouse_stock	SELECT
authenticated	public	warehouse_stock	TRIGGER
authenticated	public	warehouse_stock	TRUNCATE
authenticated	public	warehouse_stock	UPDATE
postgres	public	warehouse_stock	DELETE
postgres	public	warehouse_stock	INSERT
postgres	public	warehouse_stock	REFERENCES
postgres	public	warehouse_stock	SELECT
postgres	public	warehouse_stock	TRIGGER
postgres	public	warehouse_stock	TRUNCATE
postgres	public	warehouse_stock	UPDATE
service_role	public	warehouse_stock	DELETE
service_role	public	warehouse_stock	INSERT
service_role	public	warehouse_stock	REFERENCES
service_role	public	warehouse_stock	SELECT
service_role	public	warehouse_stock	TRIGGER
service_role	public	warehouse_stock	TRUNCATE
service_role	public	warehouse_stock	UPDATE
anon	public	warehouses	DELETE
anon	public	warehouses	INSERT
anon	public	warehouses	REFERENCES
anon	public	warehouses	SELECT
anon	public	warehouses	TRIGGER
anon	public	warehouses	TRUNCATE
anon	public	warehouses	UPDATE
authenticated	public	warehouses	DELETE
authenticated	public	warehouses	INSERT
authenticated	public	warehouses	REFERENCES
authenticated	public	warehouses	SELECT
authenticated	public	warehouses	TRIGGER
authenticated	public	warehouses	TRUNCATE
authenticated	public	warehouses	UPDATE
postgres	public	warehouses	DELETE
postgres	public	warehouses	INSERT
postgres	public	warehouses	REFERENCES
postgres	public	warehouses	SELECT
postgres	public	warehouses	TRIGGER
postgres	public	warehouses	TRUNCATE
postgres	public	warehouses	UPDATE
service_role	public	warehouses	DELETE
service_role	public	warehouses	INSERT
service_role	public	warehouses	REFERENCES
service_role	public	warehouses	SELECT
service_role	public	warehouses	TRIGGER
service_role	public	warehouses	TRUNCATE
service_role	public	warehouses	UPDATE
anon	public	whatsapp_configs	DELETE
anon	public	whatsapp_configs	INSERT
anon	public	whatsapp_configs	REFERENCES
anon	public	whatsapp_configs	SELECT
anon	public	whatsapp_configs	TRIGGER
anon	public	whatsapp_configs	TRUNCATE
anon	public	whatsapp_configs	UPDATE
authenticated	public	whatsapp_configs	DELETE
authenticated	public	whatsapp_configs	INSERT
authenticated	public	whatsapp_configs	REFERENCES
authenticated	public	whatsapp_configs	SELECT
authenticated	public	whatsapp_configs	TRIGGER
authenticated	public	whatsapp_configs	TRUNCATE
authenticated	public	whatsapp_configs	UPDATE
postgres	public	whatsapp_configs	DELETE
postgres	public	whatsapp_configs	INSERT
postgres	public	whatsapp_configs	REFERENCES
postgres	public	whatsapp_configs	SELECT
postgres	public	whatsapp_configs	TRIGGER
postgres	public	whatsapp_configs	TRUNCATE
postgres	public	whatsapp_configs	UPDATE
service_role	public	whatsapp_configs	DELETE
service_role	public	whatsapp_configs	INSERT
service_role	public	whatsapp_configs	REFERENCES
service_role	public	whatsapp_configs	SELECT
service_role	public	whatsapp_configs	TRIGGER
service_role	public	whatsapp_configs	TRUNCATE
service_role	public	whatsapp_configs	UPDATE
anon	public	whatsapp_contacts	DELETE
anon	public	whatsapp_contacts	INSERT
anon	public	whatsapp_contacts	REFERENCES
anon	public	whatsapp_contacts	SELECT
anon	public	whatsapp_contacts	TRIGGER
anon	public	whatsapp_contacts	TRUNCATE
anon	public	whatsapp_contacts	UPDATE
authenticated	public	whatsapp_contacts	DELETE
authenticated	public	whatsapp_contacts	INSERT
authenticated	public	whatsapp_contacts	REFERENCES
authenticated	public	whatsapp_contacts	SELECT
authenticated	public	whatsapp_contacts	TRIGGER
authenticated	public	whatsapp_contacts	TRUNCATE
authenticated	public	whatsapp_contacts	UPDATE
postgres	public	whatsapp_contacts	DELETE
postgres	public	whatsapp_contacts	INSERT
postgres	public	whatsapp_contacts	REFERENCES
postgres	public	whatsapp_contacts	SELECT
postgres	public	whatsapp_contacts	TRIGGER
postgres	public	whatsapp_contacts	TRUNCATE
postgres	public	whatsapp_contacts	UPDATE
service_role	public	whatsapp_contacts	DELETE
service_role	public	whatsapp_contacts	INSERT
service_role	public	whatsapp_contacts	REFERENCES
service_role	public	whatsapp_contacts	SELECT
service_role	public	whatsapp_contacts	TRIGGER
service_role	public	whatsapp_contacts	TRUNCATE
service_role	public	whatsapp_contacts	UPDATE
anon	public	whatsapp_invitations	DELETE
anon	public	whatsapp_invitations	INSERT
anon	public	whatsapp_invitations	REFERENCES
anon	public	whatsapp_invitations	SELECT
anon	public	whatsapp_invitations	TRIGGER
anon	public	whatsapp_invitations	TRUNCATE
anon	public	whatsapp_invitations	UPDATE
authenticated	public	whatsapp_invitations	DELETE
authenticated	public	whatsapp_invitations	INSERT
authenticated	public	whatsapp_invitations	REFERENCES
authenticated	public	whatsapp_invitations	SELECT
authenticated	public	whatsapp_invitations	TRIGGER
authenticated	public	whatsapp_invitations	TRUNCATE
authenticated	public	whatsapp_invitations	UPDATE
postgres	public	whatsapp_invitations	DELETE
postgres	public	whatsapp_invitations	INSERT
postgres	public	whatsapp_invitations	REFERENCES
postgres	public	whatsapp_invitations	SELECT
postgres	public	whatsapp_invitations	TRIGGER
postgres	public	whatsapp_invitations	TRUNCATE
postgres	public	whatsapp_invitations	UPDATE
service_role	public	whatsapp_invitations	DELETE
service_role	public	whatsapp_invitations	INSERT
service_role	public	whatsapp_invitations	REFERENCES
service_role	public	whatsapp_invitations	SELECT
service_role	public	whatsapp_invitations	TRIGGER
service_role	public	whatsapp_invitations	TRUNCATE
service_role	public	whatsapp_invitations	UPDATE
anon	public	whatsapp_messages	DELETE
anon	public	whatsapp_messages	INSERT
anon	public	whatsapp_messages	REFERENCES
anon	public	whatsapp_messages	SELECT
anon	public	whatsapp_messages	TRIGGER
anon	public	whatsapp_messages	TRUNCATE
anon	public	whatsapp_messages	UPDATE
authenticated	public	whatsapp_messages	DELETE
authenticated	public	whatsapp_messages	INSERT
authenticated	public	whatsapp_messages	REFERENCES
authenticated	public	whatsapp_messages	SELECT
authenticated	public	whatsapp_messages	TRIGGER
authenticated	public	whatsapp_messages	TRUNCATE
authenticated	public	whatsapp_messages	UPDATE
postgres	public	whatsapp_messages	DELETE
postgres	public	whatsapp_messages	INSERT
postgres	public	whatsapp_messages	REFERENCES
postgres	public	whatsapp_messages	SELECT
postgres	public	whatsapp_messages	TRIGGER
postgres	public	whatsapp_messages	TRUNCATE
postgres	public	whatsapp_messages	UPDATE
service_role	public	whatsapp_messages	DELETE
service_role	public	whatsapp_messages	INSERT
service_role	public	whatsapp_messages	REFERENCES
service_role	public	whatsapp_messages	SELECT
service_role	public	whatsapp_messages	TRIGGER
service_role	public	whatsapp_messages	TRUNCATE
service_role	public	whatsapp_messages	UPDATE
anon	public	whatsapp_product_posts	DELETE
anon	public	whatsapp_product_posts	INSERT
anon	public	whatsapp_product_posts	REFERENCES
anon	public	whatsapp_product_posts	SELECT
anon	public	whatsapp_product_posts	TRIGGER
anon	public	whatsapp_product_posts	TRUNCATE
anon	public	whatsapp_product_posts	UPDATE
authenticated	public	whatsapp_product_posts	DELETE
authenticated	public	whatsapp_product_posts	INSERT
authenticated	public	whatsapp_product_posts	REFERENCES
authenticated	public	whatsapp_product_posts	SELECT
authenticated	public	whatsapp_product_posts	TRIGGER
authenticated	public	whatsapp_product_posts	TRUNCATE
authenticated	public	whatsapp_product_posts	UPDATE
postgres	public	whatsapp_product_posts	DELETE
postgres	public	whatsapp_product_posts	INSERT
postgres	public	whatsapp_product_posts	REFERENCES
postgres	public	whatsapp_product_posts	SELECT
postgres	public	whatsapp_product_posts	TRIGGER
postgres	public	whatsapp_product_posts	TRUNCATE
postgres	public	whatsapp_product_posts	UPDATE
service_role	public	whatsapp_product_posts	DELETE
service_role	public	whatsapp_product_posts	INSERT
service_role	public	whatsapp_product_posts	REFERENCES
service_role	public	whatsapp_product_posts	SELECT
service_role	public	whatsapp_product_posts	TRIGGER
service_role	public	whatsapp_product_posts	TRUNCATE
service_role	public	whatsapp_product_posts	UPDATE
anon	public	whatsapp_risk_state	DELETE
anon	public	whatsapp_risk_state	INSERT
anon	public	whatsapp_risk_state	REFERENCES
anon	public	whatsapp_risk_state	SELECT
anon	public	whatsapp_risk_state	TRIGGER
anon	public	whatsapp_risk_state	TRUNCATE
anon	public	whatsapp_risk_state	UPDATE
authenticated	public	whatsapp_risk_state	DELETE
authenticated	public	whatsapp_risk_state	INSERT
authenticated	public	whatsapp_risk_state	REFERENCES
authenticated	public	whatsapp_risk_state	SELECT
authenticated	public	whatsapp_risk_state	TRIGGER
authenticated	public	whatsapp_risk_state	TRUNCATE
authenticated	public	whatsapp_risk_state	UPDATE
postgres	public	whatsapp_risk_state	DELETE
postgres	public	whatsapp_risk_state	INSERT
postgres	public	whatsapp_risk_state	REFERENCES
postgres	public	whatsapp_risk_state	SELECT
postgres	public	whatsapp_risk_state	TRIGGER
postgres	public	whatsapp_risk_state	TRUNCATE
postgres	public	whatsapp_risk_state	UPDATE
service_role	public	whatsapp_risk_state	DELETE
service_role	public	whatsapp_risk_state	INSERT
service_role	public	whatsapp_risk_state	REFERENCES
service_role	public	whatsapp_risk_state	SELECT
service_role	public	whatsapp_risk_state	TRIGGER
service_role	public	whatsapp_risk_state	TRUNCATE
service_role	public	whatsapp_risk_state	UPDATE
anon	public	workers	DELETE
anon	public	workers	INSERT
anon	public	workers	REFERENCES
anon	public	workers	SELECT
anon	public	workers	TRIGGER
anon	public	workers	TRUNCATE
anon	public	workers	UPDATE
authenticated	public	workers	DELETE
authenticated	public	workers	INSERT
authenticated	public	workers	REFERENCES
authenticated	public	workers	SELECT
authenticated	public	workers	TRIGGER
authenticated	public	workers	TRUNCATE
authenticated	public	workers	UPDATE
postgres	public	workers	DELETE
postgres	public	workers	INSERT
postgres	public	workers	REFERENCES
postgres	public	workers	SELECT
postgres	public	workers	TRIGGER
postgres	public	workers	TRUNCATE
postgres	public	workers	UPDATE
service_role	public	workers	DELETE
service_role	public	workers	INSERT
service_role	public	workers	REFERENCES
service_role	public	workers	SELECT
service_role	public	workers	TRIGGER
service_role	public	workers	TRUNCATE
service_role	public	workers	UPDATE
anon	public	z_reports	DELETE
anon	public	z_reports	INSERT
anon	public	z_reports	REFERENCES
anon	public	z_reports	SELECT
anon	public	z_reports	TRIGGER
anon	public	z_reports	TRUNCATE
anon	public	z_reports	UPDATE
authenticated	public	z_reports	DELETE
authenticated	public	z_reports	INSERT
authenticated	public	z_reports	REFERENCES
authenticated	public	z_reports	SELECT
authenticated	public	z_reports	TRIGGER
authenticated	public	z_reports	TRUNCATE
authenticated	public	z_reports	UPDATE
postgres	public	z_reports	DELETE
postgres	public	z_reports	INSERT
postgres	public	z_reports	REFERENCES
postgres	public	z_reports	SELECT
postgres	public	z_reports	TRIGGER
postgres	public	z_reports	TRUNCATE
postgres	public	z_reports	UPDATE
service_role	public	z_reports	DELETE
service_role	public	z_reports	INSERT
service_role	public	z_reports	REFERENCES
service_role	public	z_reports	SELECT
service_role	public	z_reports	TRIGGER
service_role	public	z_reports	TRUNCATE
service_role	public	z_reports	UPDATE
# [FUNCTIONS] function(args)	grantee	privilege  (rows=1672)
adjust_sale_payment(p_transaction_id uuid, p_user_id uuid, p_payment_method text, p_cash_amount numeric, p_transfer_amount numeric, p_zelle_amount numeric, p_sale_currency text, p_sale_exchange_rate numeric, p_items_price_adjustments jsonb, p_discount_type text, p_discount_value numeric, p_reason text)	16384	EXECUTE
adjust_sale_payment(p_transaction_id uuid, p_user_id uuid, p_payment_method text, p_cash_amount numeric, p_transfer_amount numeric, p_zelle_amount numeric, p_sale_currency text, p_sale_exchange_rate numeric, p_items_price_adjustments jsonb, p_discount_type text, p_discount_value numeric, p_reason text)	16481	EXECUTE
adjust_sale_payment(p_transaction_id uuid, p_user_id uuid, p_payment_method text, p_cash_amount numeric, p_transfer_amount numeric, p_zelle_amount numeric, p_sale_currency text, p_sale_exchange_rate numeric, p_items_price_adjustments jsonb, p_discount_type text, p_discount_value numeric, p_reason text)	16482	EXECUTE
adjust_total_amount(p_transaction_id uuid, p_new_total numeric, p_reason text)	142104	EXECUTE
adjust_total_amount(p_transaction_id uuid, p_new_total numeric, p_reason text)	16481	EXECUTE
alert_low_stock()	16384	EXECUTE
alert_low_stock()	16481	EXECUTE
alert_low_stock()	16482	EXECUTE
apply_fifo_on_sale()	16384	EXECUTE
apply_fifo_on_sale()	16481	EXECUTE
apply_fifo_on_sale()	16482	EXECUTE
apply_physical_count(p_count_id uuid, p_user_id uuid, p_apply_zero_diffs boolean)	16384	EXECUTE
apply_physical_count(p_count_id uuid, p_user_id uuid, p_apply_zero_diffs boolean)	16482	EXECUTE
approve_transfer(p_transfer_id uuid, p_user_id uuid)	16384	EXECUTE
approve_transfer(p_transfer_id uuid, p_user_id uuid)	16482	EXECUTE
audit_backup_restore_protected_change()	16384	EXECUTE
audit_backup_restore_protected_change()	16482	EXECUTE
audit_cash_closures_changes()	16384	EXECUTE
audit_cash_closures_changes()	16482	EXECUTE
audit_commission_payments_changes()	16384	EXECUTE
audit_commission_payments_changes()	16482	EXECUTE
audit_fiscal_closings_changes()	16384	EXECUTE
audit_fiscal_closings_changes()	16482	EXECUTE
audit_payment_transactions_changes()	16384	EXECUTE
audit_payment_transactions_changes()	16482	EXECUTE
audit_product_changes()	16384	EXECUTE
audit_product_changes()	16482	EXECUTE
audit_profile_changes()	16384	EXECUTE
audit_profile_changes()	16482	EXECUTE
audit_role_changes()	16384	EXECUTE
audit_role_changes()	16482	EXECUTE
audit_store_access_changes()	16384	EXECUTE
audit_store_access_changes()	16482	EXECUTE
audit_store_changes()	16384	EXECUTE
audit_store_changes()	16482	EXECUTE
auto_assign_store_to_creator()	16384	EXECUTE
auto_assign_store_to_creator()	16481	EXECUTE
auto_assign_store_to_creator()	16482	EXECUTE
auto_kardex_on_stock_movement()	16384	EXECUTE
auto_kardex_on_stock_movement()	16482	EXECUTE
auto_match_bank_items(p_statement_id uuid, p_user_id uuid)	16384	EXECUTE
auto_match_bank_items(p_statement_id uuid, p_user_id uuid)	16482	EXECUTE
bulk_assign_memberships(p_user_id uuid, p_assignments jsonb)	16384	EXECUTE
bulk_assign_memberships(p_user_id uuid, p_assignments jsonb)	16482	EXECUTE
bulk_soft_delete_stores(p_store_ids uuid[], p_deleted_by uuid, p_confirmation_token text, p_override_token text, p_reason text)	16384	EXECUTE
bulk_soft_delete_stores(p_store_ids uuid[], p_deleted_by uuid, p_confirmation_token text, p_override_token text, p_reason text)	16482	EXECUTE
bulk_update_products(_products jsonb)	16384	EXECUTE
bulk_update_products(_products jsonb)	16482	EXECUTE
calculate_abc(p_store_id uuid, p_year integer, p_month integer, p_user_id uuid)	16384	EXECUTE
calculate_abc(p_store_id uuid, p_year integer, p_month integer, p_user_id uuid)	16482	EXECUTE
calculate_commission_amount_cup()	16384	EXECUTE
calculate_commission_amount_cup()	16481	EXECUTE
calculate_commission_amount_cup()	16482	EXECUTE
calculate_receipt_total_cup(p_receipt_id uuid)	16384	EXECUTE
calculate_receipt_total_cup(p_receipt_id uuid)	16482	EXECUTE
calculate_service_distribution(p_service_id uuid)	16384	EXECUTE
calculate_service_distribution(p_service_id uuid)	16482	EXECUTE
can_admin_reverse_transaction(p_actor uuid, p_store_id uuid)	16384	EXECUTE
can_admin_reverse_transaction(p_actor uuid, p_store_id uuid)	16482	EXECUTE
can_create_user_with_role(p_creator_id uuid, p_role_name text)	16384	EXECUTE
can_create_user_with_role(p_creator_id uuid, p_role_name text)	16482	EXECUTE
can_pos_undo_transaction(p_transaction_id uuid, p_actor uuid)	16384	EXECUTE
can_pos_undo_transaction(p_transaction_id uuid, p_actor uuid)	16482	EXECUTE
can_reverse_document(p_actor uuid, p_store_id uuid, p_operation text)	16384	EXECUTE
can_reverse_document(p_actor uuid, p_store_id uuid, p_operation text)	16482	EXECUTE
can_safely_delete_user(p_user_id uuid)	16384	EXECUTE
can_safely_delete_user(p_user_id uuid)	16482	EXECUTE
can_void_receipt(p_receipt_id uuid)	16384	EXECUTE
can_void_receipt(p_receipt_id uuid)	16482	EXECUTE
cancel_reception(p_reception_id uuid)	16384	EXECUTE
cancel_reception(p_reception_id uuid)	16482	EXECUTE
cancel_transfer(p_transfer_id uuid, p_reason text, p_user_id uuid)	16384	EXECUTE
cancel_transfer(p_transfer_id uuid, p_user_id uuid)	16384	EXECUTE
cancel_transfer(p_transfer_id uuid, p_user_id uuid)	16481	EXECUTE
cancel_transfer(p_transfer_id uuid, p_reason text, p_user_id uuid)	16481	EXECUTE
cancel_transfer(p_transfer_id uuid, p_reason text, p_user_id uuid)	16482	EXECUTE
cancel_transfer(p_transfer_id uuid, p_user_id uuid)	16482	EXECUTE
cash_dist(money, money)	10	EXECUTE
cash_dist(money, money)	16384	EXECUTE
cash_dist(money, money)	16480	EXECUTE
cash_dist(money, money)	16481	EXECUTE
cash_dist(money, money)	16482	EXECUTE
check_active_user()	16384	EXECUTE
check_active_user()	16481	EXECUTE
check_active_user()	16482	EXECUTE
check_bulk_ops_hourly_limit(p_user_id uuid, p_plan text)	16384	EXECUTE
check_bulk_ops_hourly_limit(p_user_id uuid, p_plan text)	16482	EXECUTE
check_cash_session_open()	16384	EXECUTE
check_cash_session_open()	16481	EXECUTE
check_cash_session_open()	16482	EXECUTE
check_idempotency(p_key text, p_operation text, p_record_id uuid, p_param_hash text)	16384	EXECUTE
check_idempotency(p_key text, p_operation text, p_record_id uuid, p_param_hash text)	16482	EXECUTE
check_reception_cost_variation()	16384	EXECUTE
check_reception_cost_variation()	16481	EXECUTE
check_reception_cost_variation()	16482	EXECUTE
check_tenant_store_quota(p_tenant_id uuid, p_plan plan_t)	16384	EXECUTE
check_tenant_store_quota(p_tenant_id uuid, p_plan plan_t)	16482	EXECUTE
cleanup_expired_idempotency_keys()	16384	EXECUTE
cleanup_expired_idempotency_keys()	16482	EXECUTE
cleanup_old_aggregates(p_days integer)	16384	EXECUTE
cleanup_old_aggregates(p_days integer)	16482	EXECUTE
close_cash_session(p_session_id uuid, p_counted_cash numeric)	16384	EXECUTE
close_cash_session(p_session_id uuid, p_counted_cash numeric)	16481	EXECUTE
close_cash_session(p_session_id uuid, p_counted_cash numeric)	16482	EXECUTE
close_cash_shift(p_closure_id uuid, p_declared_cash numeric, p_declared_vouchers numeric, p_notes text, p_user_id uuid)	16384	EXECUTE
close_cash_shift(p_closure_id uuid, p_declared_cash numeric, p_declared_vouchers numeric, p_notes text, p_user_id uuid)	16482	EXECUTE
close_fiscal_period(p_store_id uuid, p_year integer, p_month integer, p_user_id uuid)	16384	EXECUTE
close_fiscal_period(p_store_id uuid, p_year integer, p_month integer, p_user_id uuid)	16482	EXECUTE
close_production_order_v2(p_order_id uuid, p_store_id uuid, p_seller_id uuid, p_final_amount numeric, p_final_method text, p_final_currency text, p_exchange_rate numeric, p_output_product_id uuid, p_output_quantity numeric, p_user_id uuid, p_idempotency_key text)	16384	EXECUTE
close_production_order_v2(p_order_id uuid, p_store_id uuid, p_seller_id uuid, p_final_amount numeric, p_final_method text, p_final_currency text, p_exchange_rate numeric, p_output_product_id uuid, p_output_quantity numeric, p_user_id uuid, p_idempotency_key text)	16481	EXECUTE
close_production_order_v2(p_order_id uuid, p_store_id uuid, p_seller_id uuid, p_final_amount numeric, p_final_method text, p_final_currency text, p_exchange_rate numeric, p_output_product_id uuid, p_output_quantity numeric, p_user_id uuid, p_idempotency_key text)	16482	EXECUTE
close_service_order_as_sale(p_order_id uuid, p_store_id uuid, p_seller_id uuid, p_payment_method text, p_currency text, p_exchange_rate numeric, p_user_id uuid)	16384	EXECUTE
close_service_order_as_sale(p_order_id uuid, p_store_id uuid, p_seller_id uuid, p_payment_method text, p_currency text, p_exchange_rate numeric, p_user_id uuid)	16482	EXECUTE
compensate_inventory_error(p_store_id uuid, p_original_movement_id uuid, p_reason text, p_user_id uuid)	16384	EXECUTE
compensate_inventory_error(p_store_id uuid, p_original_movement_id uuid, p_reason text, p_user_id uuid)	16482	EXECUTE
confirm_inventory_adjustment(p_adjustment_id uuid, p_user_id uuid)	16384	EXECUTE
confirm_inventory_adjustment(p_adjustment_id uuid, p_user_id uuid)	16481	EXECUTE
confirm_inventory_adjustment(p_adjustment_id uuid, p_user_id uuid)	16482	EXECUTE
confirm_pending_reception(p_receipt_id uuid, p_user_id uuid, p_operation_date timestamp with time zone)	16384	EXECUTE
confirm_pending_reception(p_receipt_id uuid, p_user_id uuid, p_operation_date timestamp with time zone)	16481	EXECUTE
confirm_pending_reception(p_receipt_id uuid, p_user_id uuid, p_operation_date timestamp with time zone)	16482	EXECUTE
confirm_transfer(p_transfer_id uuid, p_user_id uuid, p_operation_date timestamp with time zone)	16384	EXECUTE
confirm_transfer(p_transfer_id uuid, p_user_id uuid, p_operation_date timestamp with time zone)	16481	EXECUTE
confirm_transfer(p_transfer_id uuid, p_user_id uuid, p_operation_date timestamp with time zone)	16482	EXECUTE
create_devolution(p_store_id uuid, p_items jsonb, p_reason text, p_original_transaction_id uuid, p_payment_method text, p_customer_id uuid, p_customer_name text, p_notes text, p_currency text, p_exchange_rate numeric)	16384	EXECUTE
create_devolution(p_store_id uuid, p_items jsonb, p_reason text, p_user_id uuid, p_original_transaction_id uuid, p_payment_method text, p_customer_id uuid, p_customer_name text, p_notes text)	16384	EXECUTE
create_devolution(p_store_id uuid, p_items jsonb, p_reason text, p_user_id uuid, p_original_transaction_id uuid, p_payment_method text, p_customer_id uuid, p_customer_name text, p_notes text)	16482	EXECUTE
create_devolution(p_store_id uuid, p_items jsonb, p_reason text, p_original_transaction_id uuid, p_payment_method text, p_customer_id uuid, p_customer_name text, p_notes text, p_currency text, p_exchange_rate numeric)	16482	EXECUTE
create_devolution_v2(p_store_id uuid, p_items jsonb, p_reason text, p_user_id uuid, p_original_transaction_id uuid, p_payment_method text, p_customer_id uuid, p_customer_name text, p_notes text, p_idempotency_key text)	16384	EXECUTE
create_devolution_v2(p_store_id uuid, p_items jsonb, p_reason text, p_user_id uuid, p_original_transaction_id uuid, p_payment_method text, p_customer_id uuid, p_customer_name text, p_notes text, p_idempotency_key text)	16482	EXECUTE
create_physical_count(p_store_id uuid, p_user_id uuid, p_notes text)	16384	EXECUTE
create_physical_count(p_store_id uuid, p_user_id uuid, p_notes text)	16482	EXECUTE
create_pre_restore_snapshot(p_store_id uuid)	16384	EXECUTE
create_pre_restore_snapshot(p_store_id uuid)	16482	EXECUTE
create_production_order_v2(p_store_id uuid, p_order_type text, p_customer_name text, p_customer_ci text, p_customer_phone text, p_customer_address text, p_budget_total numeric, p_budget_currency text, p_description text, p_notes text, p_items jsonb, p_advance_amount numeric, p_advance_method text, p_advance_currency text, p_created_by uuid, p_idempotency_key text)	16384	EXECUTE
create_production_order_v2(p_store_id uuid, p_order_type text, p_customer_name text, p_customer_ci text, p_customer_phone text, p_customer_address text, p_budget_total numeric, p_budget_currency text, p_description text, p_notes text, p_items jsonb, p_advance_amount numeric, p_advance_method text, p_advance_currency text, p_created_by uuid, p_idempotency_key text)	16482	EXECUTE
create_purchase_order(p_store_id uuid, p_supplier_name text, p_supplier_id uuid, p_po_number text, p_notes text, p_expected_date date, p_created_by uuid, p_items jsonb)	16384	EXECUTE
create_purchase_order(p_store_id uuid, p_supplier_name text, p_supplier_id uuid, p_po_number text, p_notes text, p_expected_date date, p_created_by uuid, p_items jsonb)	16481	EXECUTE
create_purchase_order(p_store_id uuid, p_supplier_name text, p_supplier_id uuid, p_po_number text, p_notes text, p_expected_date date, p_created_by uuid, p_items jsonb)	16482	EXECUTE
create_quotation(p_store_id uuid, p_items jsonb, p_user_id uuid, p_customer_id uuid, p_customer_name text, p_customer_phone text, p_discount_type text, p_discount_value numeric, p_notes text, p_valid_until date)	16384	EXECUTE
