schema	table	policy	permissive	roles	command	qual	with_check
public	stores	stores_tenant_delete	PERMISSIVE	authenticated	DELETE	\nCASE\n    WHEN (current_setting('app.use_tenant_rls'::text, true) = 'true'::text) THEN ((tenant_id = current_user_tenant_id()) AND is_admin())\n    ELSE is_admin()\nEND	
public	stores	stores_tenant_select	PERMISSIVE	authenticated	SELECT	\nCASE\n    WHEN (current_setting('app.use_tenant_rls'::text, true) = 'true'::text) THEN (tenant_id = current_user_tenant_id())\n    ELSE (is_admin() OR (id = ANY (current_user_store_ids())))\nEND	
public	stores	stores_tenant_update	PERMISSIVE	authenticated	UPDATE	\nCASE\n    WHEN (current_setting('app.use_tenant_rls'::text, true) = 'true'::text) THEN ((tenant_id = current_user_tenant_id()) AND is_admin())\n    ELSE (is_admin() OR has_store_access(id))\nEND	
public	stores	stores_update_member_roles	PERMISSIVE	authenticated	UPDATE	(is_global_admin() OR has_store_role(id, ARRAY['admin'::text, 'manager'::text, 'encargado'::text]))	(is_global_admin() OR has_store_role(id, ARRAY['admin'::text, 'manager'::text, 'encargado'::text]))
public	suppliers	suppliers_insert_authenticated	PERMISSIVE	authenticated	INSERT		((store_id IN ( SELECT user_store_memberships.store_id\n   FROM user_store_memberships\n  WHERE ((user_store_memberships.user_id = auth.uid()) AND (user_store_memberships.role = ANY (ARRAY['admin'::user_role, 'manager'::user_role, 'encargado'::user_role]))))) OR (EXISTS ( SELECT 1\n   FROM profiles\n  WHERE ((profiles.id = auth.uid()) AND (profiles.role = 'admin'::user_role)))))
public	suppliers	suppliers_select_authenticated	PERMISSIVE	authenticated	SELECT	((store_id IN ( SELECT user_store_memberships.store_id\n   FROM user_store_memberships\n  WHERE (user_store_memberships.user_id = auth.uid()))) OR (EXISTS ( SELECT 1\n   FROM profiles\n  WHERE ((profiles.id = auth.uid()) AND (profiles.role = 'admin'::user_role)))))	
public	suppliers	suppliers_update_authenticated	PERMISSIVE	authenticated	UPDATE	((store_id IN ( SELECT user_store_memberships.store_id\n   FROM user_store_memberships\n  WHERE ((user_store_memberships.user_id = auth.uid()) AND (user_store_memberships.role = ANY (ARRAY['admin'::user_role, 'manager'::user_role, 'encargado'::user_role]))))) OR (EXISTS ( SELECT 1\n   FROM profiles\n  WHERE ((profiles.id = auth.uid()) AND (profiles.role = 'admin'::user_role)))))	
public	sync_log	Users can insert their own sync logs	PERMISSIVE	public	INSERT		(( SELECT auth.uid() AS uid) = user_id)
public	sync_log	Users can update their own sync logs	PERMISSIVE	public	UPDATE	(( SELECT auth.uid() AS uid) = user_id)	(( SELECT auth.uid() AS uid) = user_id)
public	sync_log	Users can view their own sync logs	PERMISSIVE	public	SELECT	(( SELECT auth.uid() AS uid) = user_id)	
public	system_config	system_config_admin_manage	PERMISSIVE	authenticated	ALL	is_admin()	is_admin()
public	system_config	system_config_read_authenticated	PERMISSIVE	authenticated	SELECT	(is_admin() OR has_role('manager'::user_role))	
public	system_health_logs	Allow authenticated reads	PERMISSIVE	authenticated	SELECT	true	
public	system_metrics	Admins and managers can view system metrics	PERMISSIVE	authenticated	SELECT	(EXISTS ( SELECT 1\n   FROM profiles\n  WHERE ((profiles.id = auth.uid()) AND ((profiles.role = 'admin'::user_role) OR (profiles.role = 'manager'::user_role) OR (profiles.role = 'encargado'::user_role)))))	
public	system_metrics	Only admins can insert system metrics	PERMISSIVE	authenticated	INSERT		(EXISTS ( SELECT 1\n   FROM profiles\n  WHERE ((profiles.id = auth.uid()) AND (profiles.role = 'admin'::user_role))))
public	tax_configurations	Tax unified	PERMISSIVE	authenticated	ALL	has_store_access(store_id)	
public	telegram_configs	telegram_configs_select	PERMISSIVE	public	SELECT	((store_id IN ( SELECT m.store_id\n   FROM user_store_memberships m\n  WHERE ((m.user_id = auth.uid()) AND (m.status = 'active'::membership_status)))) OR (EXISTS ( SELECT 1\n   FROM profiles p\n  WHERE ((p.id = auth.uid()) AND (p.role = 'admin'::user_role)))))	
public	telegram_configs	telegram_configs_write	PERMISSIVE	public	ALL	((store_id IN ( SELECT m.store_id\n   FROM user_store_memberships m\n  WHERE ((m.user_id = auth.uid()) AND (m.status = 'active'::membership_status) AND (m.role = ANY (ARRAY['admin'::user_role, 'manager'::user_role, 'encargado'::user_role]))))) OR (EXISTS ( SELECT 1\n   FROM profiles p\n  WHERE ((p.id = auth.uid()) AND (p.role = 'admin'::user_role)))))	((store_id IN ( SELECT m.store_id\n   FROM user_store_memberships m\n  WHERE ((m.user_id = auth.uid()) AND (m.status = 'active'::membership_status) AND (m.role = ANY (ARRAY['admin'::user_role, 'manager'::user_role, 'encargado'::user_role]))))) OR (EXISTS ( SELECT 1\n   FROM profiles p\n  WHERE ((p.id = auth.uid()) AND (p.role = 'admin'::user_role)))))
public	telegram_contacts	telegram_contacts_select	PERMISSIVE	public	SELECT	((store_id IN ( SELECT m.store_id\n   FROM user_store_memberships m\n  WHERE ((m.user_id = auth.uid()) AND (m.status = 'active'::membership_status)))) OR (EXISTS ( SELECT 1\n   FROM profiles p\n  WHERE ((p.id = auth.uid()) AND (p.role = 'admin'::user_role)))))	
public	telegram_contacts	telegram_contacts_write	PERMISSIVE	public	ALL	((store_id IN ( SELECT m.store_id\n   FROM user_store_memberships m\n  WHERE ((m.user_id = auth.uid()) AND (m.status = 'active'::membership_status) AND (m.role = ANY (ARRAY['admin'::user_role, 'manager'::user_role, 'encargado'::user_role]))))) OR (EXISTS ( SELECT 1\n   FROM profiles p\n  WHERE ((p.id = auth.uid()) AND (p.role = 'admin'::user_role)))))	((store_id IN ( SELECT m.store_id\n   FROM user_store_memberships m\n  WHERE ((m.user_id = auth.uid()) AND (m.status = 'active'::membership_status) AND (m.role = ANY (ARRAY['admin'::user_role, 'manager'::user_role, 'encargado'::user_role]))))) OR (EXISTS ( SELECT 1\n   FROM profiles p\n  WHERE ((p.id = auth.uid()) AND (p.role = 'admin'::user_role)))))
public	telegram_invitations	telegram_invitations_select	PERMISSIVE	public	SELECT	((store_id IN ( SELECT m.store_id\n   FROM user_store_memberships m\n  WHERE ((m.user_id = auth.uid()) AND (m.status = 'active'::membership_status)))) OR (EXISTS ( SELECT 1\n   FROM profiles p\n  WHERE ((p.id = auth.uid()) AND (p.role = 'admin'::user_role)))))	
public	telegram_invitations	telegram_invitations_write	PERMISSIVE	public	ALL	((store_id IN ( SELECT m.store_id\n   FROM user_store_memberships m\n  WHERE ((m.user_id = auth.uid()) AND (m.status = 'active'::membership_status) AND (m.role = ANY (ARRAY['admin'::user_role, 'manager'::user_role, 'encargado'::user_role]))))) OR (EXISTS ( SELECT 1\n   FROM profiles p\n  WHERE ((p.id = auth.uid()) AND (p.role = 'admin'::user_role)))))	((store_id IN ( SELECT m.store_id\n   FROM user_store_memberships m\n  WHERE ((m.user_id = auth.uid()) AND (m.status = 'active'::membership_status) AND (m.role = ANY (ARRAY['admin'::user_role, 'manager'::user_role, 'encargado'::user_role]))))) OR (EXISTS ( SELECT 1\n   FROM profiles p\n  WHERE ((p.id = auth.uid()) AND (p.role = 'admin'::user_role)))))
public	telegram_messages	telegram_messages_select	PERMISSIVE	public	SELECT	((store_id IN ( SELECT m.store_id\n   FROM user_store_memberships m\n  WHERE ((m.user_id = auth.uid()) AND (m.status = 'active'::membership_status)))) OR (EXISTS ( SELECT 1\n   FROM profiles p\n  WHERE ((p.id = auth.uid()) AND (p.role = 'admin'::user_role)))))	
public	telegram_messages	telegram_messages_write	PERMISSIVE	public	ALL	((store_id IN ( SELECT m.store_id\n   FROM user_store_memberships m\n  WHERE ((m.user_id = auth.uid()) AND (m.status = 'active'::membership_status) AND (m.role = ANY (ARRAY['admin'::user_role, 'manager'::user_role, 'encargado'::user_role]))))) OR (EXISTS ( SELECT 1\n   FROM profiles p\n  WHERE ((p.id = auth.uid()) AND (p.role = 'admin'::user_role)))))	((store_id IN ( SELECT m.store_id\n   FROM user_store_memberships m\n  WHERE ((m.user_id = auth.uid()) AND (m.status = 'active'::membership_status) AND (m.role = ANY (ARRAY['admin'::user_role, 'manager'::user_role, 'encargado'::user_role]))))) OR (EXISTS ( SELECT 1\n   FROM profiles p\n  WHERE ((p.id = auth.uid()) AND (p.role = 'admin'::user_role)))))
public	telegram_product_posts	Users can manage own store posts	PERMISSIVE	public	ALL	((EXISTS ( SELECT 1\n   FROM user_store_memberships m\n  WHERE ((m.user_id = auth.uid()) AND (m.store_id = telegram_product_posts.store_id) AND (m.status = 'active'::membership_status)))) OR (EXISTS ( SELECT 1\n   FROM profiles p\n  WHERE ((p.id = auth.uid()) AND (p.role = 'admin'::user_role)))))	((EXISTS ( SELECT 1\n   FROM user_store_memberships m\n  WHERE ((m.user_id = auth.uid()) AND (m.store_id = telegram_product_posts.store_id) AND (m.status = 'active'::membership_status)))) OR (EXISTS ( SELECT 1\n   FROM profiles p\n  WHERE ((p.id = auth.uid()) AND (p.role = 'admin'::user_role)))))
public	telegram_product_posts	Users can view own store posts	PERMISSIVE	public	SELECT	((EXISTS ( SELECT 1\n   FROM user_store_memberships m\n  WHERE ((m.user_id = auth.uid()) AND (m.store_id = telegram_product_posts.store_id) AND (m.status = 'active'::membership_status)))) OR (EXISTS ( SELECT 1\n   FROM profiles p\n  WHERE ((p.id = auth.uid()) AND (p.role = 'admin'::user_role)))))	
public	tenants	tenants_delete_admin_only	PERMISSIVE	authenticated	DELETE	is_admin()	
public	tenants	tenants_insert_admin_only	PERMISSIVE	authenticated	INSERT		is_admin()
public	tenants	tenants_select_own_or_admin	PERMISSIVE	authenticated	SELECT	(is_admin() OR (owner_id = auth.uid()) OR (id = ( SELECT profiles.tenant_id\n   FROM profiles\n  WHERE (profiles.id = auth.uid()))))	
public	tenants	tenants_select_own_or_store_member	PERMISSIVE	authenticated	SELECT	(is_admin() OR (EXISTS ( SELECT 1\n   FROM profiles p\n  WHERE ((p.id = auth.uid()) AND (p.tenant_id = tenants.id)))) OR (EXISTS ( SELECT 1\n   FROM (user_store_memberships m\n     JOIN stores s ON ((s.id = m.store_id)))\n  WHERE ((m.user_id = auth.uid()) AND ((m.status)::text = 'active'::text) AND (s.tenant_id = tenants.id)))))	
public	tenants	tenants_update_own_or_admin	PERMISSIVE	authenticated	UPDATE	(is_admin() OR (owner_id = auth.uid()))	(is_admin() OR (owner_id = auth.uid()))
public	transaction_item_lots	tx_lots_select	PERMISSIVE	authenticated	SELECT	(EXISTS ( SELECT 1\n   FROM (transaction_items ti\n     JOIN transactions t ON ((t.id = ti.transaction_id)))\n  WHERE ((ti.id = transaction_item_lots.transaction_item_id) AND has_store_access(t.store_id))))	
public	transaction_items	Transaction items insert	PERMISSIVE	authenticated	INSERT		(EXISTS ( SELECT 1\n   FROM transactions t\n  WHERE ((t.id = transaction_items.transaction_id) AND (t.seller_id = ( SELECT auth.uid() AS uid)))))
public	transaction_items	Transaction items select	PERMISSIVE	authenticated	SELECT	(EXISTS ( SELECT 1\n   FROM transactions t\n  WHERE ((t.id = transaction_items.transaction_id) AND ((t.seller_id = ( SELECT auth.uid() AS uid)) OR has_store_access(t.store_id)))))	
public	transaction_recovery_ledger	f01_snapshot_restorer_access	PERMISSIVE	costpro_snapshot_restorer	ALL	true	true
public	transactions	transactions_delete_rls	PERMISSIVE	authenticated	DELETE	(EXISTS ( SELECT 1\n   FROM user_store_memberships m\n  WHERE ((m.user_id = auth.uid()) AND (m.status = 'active'::membership_status) AND (m.store_id = transactions.store_id))))	
public	transactions	transactions_select_rls	PERMISSIVE	authenticated	SELECT	(EXISTS ( SELECT 1\n   FROM user_store_memberships m\n  WHERE ((m.user_id = auth.uid()) AND (m.status = 'active'::membership_status) AND (m.store_id = transactions.store_id))))	
public	transactions	transactions_tenant_delete	PERMISSIVE	authenticated	DELETE	\nCASE\n    WHEN (current_setting('app.use_tenant_rls'::text, true) = 'true'::text) THEN ((tenant_id = current_user_tenant_id()) AND is_admin())\n    ELSE is_admin()\nEND	
public	transactions	transactions_tenant_insert_with_check	PERMISSIVE	authenticated	INSERT		((tenant_id = current_user_tenant_id()) AND (store_id = ANY (current_user_store_ids())))
public	transactions	transactions_tenant_select	PERMISSIVE	authenticated	SELECT	\nCASE\n    WHEN (current_setting('app.use_tenant_rls'::text, true) = 'true'::text) THEN ((tenant_id = current_user_tenant_id()) AND (is_admin() OR (store_id = ANY (current_user_store_ids()))))\n    ELSE (is_admin() OR has_store_access(store_id))\nEND	
public	transactions	transactions_tenant_update	PERMISSIVE	authenticated	UPDATE	\nCASE\n    WHEN (current_setting('app.use_tenant_rls'::text, true) = 'true'::text) THEN ((tenant_id = current_user_tenant_id()) AND (is_admin() OR (store_id = ANY (current_user_store_ids()))))\n    ELSE (is_admin() OR has_store_access(store_id))\nEND	
public	transactions	transactions_update_rls	PERMISSIVE	authenticated	UPDATE	(EXISTS ( SELECT 1\n   FROM user_store_memberships m\n  WHERE ((m.user_id = auth.uid()) AND (m.status = 'active'::membership_status) AND (m.store_id = transactions.store_id))))	
public	transfer_approval_rules	transfer_approval_rules_tenant_select	PERMISSIVE	authenticated	SELECT	\nCASE\n    WHEN (current_setting('app.use_tenant_rls'::text, true) = 'true'::text) THEN ((tenant_id = current_user_tenant_id()) AND is_admin())\n    ELSE (is_admin() OR is_global_admin())\nEND	
public	transfer_items	transfer_items_insert_v2	PERMISSIVE	public	INSERT		(EXISTS ( SELECT 1\n   FROM transfers t\n  WHERE ((t.id = transfer_items.transfer_id) AND (has_store_access(t.origin_store_id) OR has_store_access(t.destination_store_id)))))
public	transfer_items	transfer_items_view_v2	PERMISSIVE	public	SELECT	(EXISTS ( SELECT 1\n   FROM transfers t\n  WHERE ((t.id = transfer_items.transfer_id) AND (has_store_access(t.origin_store_id) OR has_store_access(t.destination_store_id)))))	
public	transfers	transfers_select_rls	PERMISSIVE	authenticated	SELECT	(EXISTS ( SELECT 1\n   FROM user_store_memberships m\n  WHERE ((m.user_id = auth.uid()) AND (m.status = 'active'::membership_status) AND (m.store_id = transfers.origin_store_id))))	
public	transfers	transfers_tenant_select	PERMISSIVE	authenticated	SELECT	\nCASE\n    WHEN (current_setting('app.use_tenant_rls'::text, true) = 'true'::text) THEN (tenant_id = current_user_tenant_id())\n    ELSE (is_admin() OR (origin_store_id = ANY (current_user_store_ids())) OR (destination_store_id = ANY (current_user_store_ids())))\nEND	
public	usage_aggregates	usage_aggregates_insert_service	PERMISSIVE	service_role	INSERT		true
public	usage_aggregates	usage_aggregates_select_admin	PERMISSIVE	authenticated	SELECT	(EXISTS ( SELECT 1\n   FROM profiles p\n  WHERE ((p.id = auth.uid()) AND (p.role = 'admin'::user_role))))	
public	usage_aggregates	usage_aggregates_update_service	PERMISSIVE	service_role	UPDATE	true	true
public	usage_alerts	usage_alerts_insert_service	PERMISSIVE	service_role	INSERT		true
public	usage_alerts	usage_alerts_select_admin	PERMISSIVE	authenticated	SELECT	(EXISTS ( SELECT 1\n   FROM profiles p\n  WHERE ((p.id = auth.uid()) AND (p.role = 'admin'::user_role))))	
public	usage_alerts	usage_alerts_update_service	PERMISSIVE	service_role	UPDATE	true	true
public	usage_drift	usage_drift_insert_service	PERMISSIVE	service_role	INSERT		true
public	usage_drift	usage_drift_select_admin	PERMISSIVE	authenticated	SELECT	(EXISTS ( SELECT 1\n   FROM profiles p\n  WHERE ((p.id = auth.uid()) AND (p.role = 'admin'::user_role))))	
public	usage_thresholds	usage_thresholds_select_admin	PERMISSIVE	authenticated	SELECT	(EXISTS ( SELECT 1\n   FROM profiles p\n  WHERE ((p.id = auth.uid()) AND (p.role = 'admin'::user_role))))	
public	usage_thresholds	usage_thresholds_update_admin	PERMISSIVE	authenticated	UPDATE	(EXISTS ( SELECT 1\n   FROM profiles p\n  WHERE ((p.id = auth.uid()) AND (p.role = 'admin'::user_role))))	(EXISTS ( SELECT 1\n   FROM profiles p\n  WHERE ((p.id = auth.uid()) AND (p.role = 'admin'::user_role))))
public	user_audit_log	Admins and managers can view user audit logs	PERMISSIVE	authenticated	SELECT	(is_admin() OR has_role('manager'::user_role) OR has_role('encargado'::user_role))	
public	user_invitations	user_invitations_insert_admin_manager	PERMISSIVE	authenticated	INSERT		(is_admin() OR has_store_role(store_id, ARRAY['admin'::text, 'manager'::text]))
public	user_invitations	user_invitations_select_own_managed	PERMISSIVE	authenticated	SELECT	(is_admin() OR (invited_by = auth.uid()) OR has_store_role(store_id, ARRAY['admin'::text, 'manager'::text]))	
public	user_invitations	user_invitations_update_admin_manager	PERMISSIVE	authenticated	UPDATE	(is_admin() OR has_store_role(store_id, ARRAY['admin'::text, 'manager'::text]))	(is_admin() OR has_store_role(store_id, ARRAY['admin'::text, 'manager'::text]))
public	user_preferences	Users can read own preferences	PERMISSIVE	authenticated	SELECT	(user_id = auth.uid())	
public	user_preferences	Users can write own preferences	PERMISSIVE	authenticated	ALL	(user_id = auth.uid())	(user_id = auth.uid())
public	user_progress	user_progress_delete	PERMISSIVE	authenticated	DELETE	((auth.uid() = user_id) OR is_admin())	
public	user_progress	user_progress_insert	PERMISSIVE	authenticated	INSERT		(auth.uid() = user_id)
public	user_progress	user_progress_select	PERMISSIVE	authenticated	SELECT	((auth.uid() = user_id) OR is_admin())	
public	user_progress	user_progress_update	PERMISSIVE	authenticated	UPDATE	(auth.uid() = user_id)	(auth.uid() = user_id)
public	user_store_memberships	memberships_delete_admin	PERMISSIVE	authenticated	DELETE	(is_global_admin() OR has_store_role(store_id, ARRAY['admin'::text]))	
public	user_store_memberships	memberships_insert_admin_manager	PERMISSIVE	authenticated	INSERT		(is_global_admin() OR has_store_role(store_id, ARRAY['admin'::text, 'manager'::text]))
public	user_store_memberships	memberships_select_own_and_managed	PERMISSIVE	authenticated	SELECT	((user_id = auth.uid()) OR is_global_admin() OR has_store_role(store_id, ARRAY['admin'::text, 'manager'::text, 'encargado'::text]))	
public	user_store_memberships	memberships_update_admin	PERMISSIVE	authenticated	UPDATE	(is_global_admin() OR has_store_role(store_id, ARRAY['admin'::text]))	(is_global_admin() OR has_store_role(store_id, ARRAY['admin'::text]))
public	user_strategy_feedback	Users can insert their own feedback	PERMISSIVE	public	INSERT		(auth.uid() = user_id)
public	user_strategy_feedback	Users can only see their own feedback	PERMISSIVE	public	SELECT	(auth.uid() = user_id)	
public	user_strategy_feedback	Users can update their own feedback	PERMISSIVE	public	UPDATE	(auth.uid() = user_id)	
public	user_usage	Users can manage their own usage logs	PERMISSIVE	authenticated	ALL	(auth.uid() = user_id)	(auth.uid() = user_id)
public	wallet_accounts	Admins can view all wallet accounts	PERMISSIVE	public	SELECT	(EXISTS ( SELECT 1\n   FROM profiles p\n  WHERE ((p.id = auth.uid()) AND (p.role = 'admin'::user_role))))	
public	wallet_accounts	Users can delete own wallet accounts	PERMISSIVE	public	DELETE	(auth.uid() = user_id)	
public	wallet_accounts	Users can insert own wallet accounts	PERMISSIVE	public	INSERT		(auth.uid() = user_id)
public	wallet_accounts	Users can update own wallet accounts	PERMISSIVE	public	UPDATE	(auth.uid() = user_id)	(auth.uid() = user_id)
public	wallet_accounts	Users can view own wallet accounts	PERMISSIVE	public	SELECT	(auth.uid() = user_id)	
public	wallet_transactions	Admins can view all wallet transactions	PERMISSIVE	public	SELECT	(EXISTS ( SELECT 1\n   FROM profiles p\n  WHERE ((p.id = auth.uid()) AND (p.role = 'admin'::user_role))))	
public	wallet_transactions	Users can delete own wallet transactions	PERMISSIVE	public	DELETE	(auth.uid() = user_id)	
public	wallet_transactions	Users can insert own wallet transactions	PERMISSIVE	public	INSERT		(auth.uid() = user_id)
public	wallet_transactions	Users can update own wallet transactions	PERMISSIVE	public	UPDATE	(auth.uid() = user_id)	(auth.uid() = user_id)
public	wallet_transactions	Users can view own wallet transactions	PERMISSIVE	public	SELECT	(auth.uid() = user_id)	
public	warehouse_stock	whs_delete	PERMISSIVE	authenticated	DELETE	has_store_access(store_id)	
public	warehouse_stock	whs_insert	PERMISSIVE	authenticated	INSERT		has_store_access(store_id)
public	warehouse_stock	whs_select	PERMISSIVE	authenticated	SELECT	has_store_access(store_id)	
public	warehouse_stock	whs_update	PERMISSIVE	authenticated	UPDATE	has_store_access(store_id)	
public	warehouses	wh_delete	PERMISSIVE	authenticated	DELETE	has_store_access(store_id)	
public	warehouses	wh_insert	PERMISSIVE	authenticated	INSERT		has_store_access(store_id)
public	warehouses	wh_select	PERMISSIVE	authenticated	SELECT	has_store_access(store_id)	
public	warehouses	wh_update	PERMISSIVE	authenticated	UPDATE	has_store_access(store_id)	
public	whatsapp_configs	whatsapp_configs_select	PERMISSIVE	public	SELECT	((store_id IN ( SELECT m.store_id\n   FROM user_store_memberships m\n  WHERE ((m.user_id = auth.uid()) AND (m.status = 'active'::membership_status)))) OR (EXISTS ( SELECT 1\n   FROM profiles p\n  WHERE ((p.id = auth.uid()) AND (p.role = 'admin'::user_role)))))	
public	whatsapp_configs	whatsapp_configs_write	PERMISSIVE	public	ALL	((store_id IN ( SELECT m.store_id\n   FROM user_store_memberships m\n  WHERE ((m.user_id = auth.uid()) AND (m.status = 'active'::membership_status) AND (m.role = ANY (ARRAY['admin'::user_role, 'manager'::user_role]))))) OR (EXISTS ( SELECT 1\n   FROM profiles p\n  WHERE ((p.id = auth.uid()) AND (p.role = 'admin'::user_role)))))	((store_id IN ( SELECT m.store_id\n   FROM user_store_memberships m\n  WHERE ((m.user_id = auth.uid()) AND (m.status = 'active'::membership_status) AND (m.role = ANY (ARRAY['admin'::user_role, 'manager'::user_role]))))) OR (EXISTS ( SELECT 1\n   FROM profiles p\n  WHERE ((p.id = auth.uid()) AND (p.role = 'admin'::user_role)))))
public	whatsapp_contacts	whatsapp_contacts_select	PERMISSIVE	public	SELECT	((store_id IN ( SELECT m.store_id\n   FROM user_store_memberships m\n  WHERE ((m.user_id = auth.uid()) AND (m.status = 'active'::membership_status)))) OR (EXISTS ( SELECT 1\n   FROM profiles p\n  WHERE ((p.id = auth.uid()) AND (p.role = 'admin'::user_role)))))	
public	whatsapp_contacts	whatsapp_contacts_write	PERMISSIVE	public	ALL	((store_id IN ( SELECT m.store_id\n   FROM user_store_memberships m\n  WHERE ((m.user_id = auth.uid()) AND (m.status = 'active'::membership_status) AND (m.role = ANY (ARRAY['admin'::user_role, 'manager'::user_role]))))) OR (EXISTS ( SELECT 1\n   FROM profiles p\n  WHERE ((p.id = auth.uid()) AND (p.role = 'admin'::user_role)))))	((store_id IN ( SELECT m.store_id\n   FROM user_store_memberships m\n  WHERE ((m.user_id = auth.uid()) AND (m.status = 'active'::membership_status) AND (m.role = ANY (ARRAY['admin'::user_role, 'manager'::user_role]))))) OR (EXISTS ( SELECT 1\n   FROM profiles p\n  WHERE ((p.id = auth.uid()) AND (p.role = 'admin'::user_role)))))
public	whatsapp_invitations	whatsapp_invitations_select	PERMISSIVE	public	SELECT	((store_id IN ( SELECT m.store_id\n   FROM user_store_memberships m\n  WHERE ((m.user_id = auth.uid()) AND (m.status = 'active'::membership_status)))) OR (EXISTS ( SELECT 1\n   FROM profiles p\n  WHERE ((p.id = auth.uid()) AND (p.role = 'admin'::user_role)))))	
public	whatsapp_invitations	whatsapp_invitations_write	PERMISSIVE	public	ALL	((store_id IN ( SELECT m.store_id\n   FROM user_store_memberships m\n  WHERE ((m.user_id = auth.uid()) AND (m.status = 'active'::membership_status) AND (m.role = ANY (ARRAY['admin'::user_role, 'manager'::user_role]))))) OR (EXISTS ( SELECT 1\n   FROM profiles p\n  WHERE ((p.id = auth.uid()) AND (p.role = 'admin'::user_role)))))	((store_id IN ( SELECT m.store_id\n   FROM user_store_memberships m\n  WHERE ((m.user_id = auth.uid()) AND (m.status = 'active'::membership_status) AND (m.role = ANY (ARRAY['admin'::user_role, 'manager'::user_role]))))) OR (EXISTS ( SELECT 1\n   FROM profiles p\n  WHERE ((p.id = auth.uid()) AND (p.role = 'admin'::user_role)))))
public	whatsapp_messages	whatsapp_messages_select	PERMISSIVE	public	SELECT	((store_id IN ( SELECT m.store_id\n   FROM user_store_memberships m\n  WHERE ((m.user_id = auth.uid()) AND (m.status = 'active'::membership_status)))) OR (EXISTS ( SELECT 1\n   FROM profiles p\n  WHERE ((p.id = auth.uid()) AND (p.role = 'admin'::user_role)))))	
public	whatsapp_messages	whatsapp_messages_write	PERMISSIVE	public	ALL	((store_id IN ( SELECT m.store_id\n   FROM user_store_memberships m\n  WHERE ((m.user_id = auth.uid()) AND (m.status = 'active'::membership_status) AND (m.role = ANY (ARRAY['admin'::user_role, 'manager'::user_role]))))) OR (EXISTS ( SELECT 1\n   FROM profiles p\n  WHERE ((p.id = auth.uid()) AND (p.role = 'admin'::user_role)))))	((store_id IN ( SELECT m.store_id\n   FROM user_store_memberships m\n  WHERE ((m.user_id = auth.uid()) AND (m.status = 'active'::membership_status) AND (m.role = ANY (ARRAY['admin'::user_role, 'manager'::user_role]))))) OR (EXISTS ( SELECT 1\n   FROM profiles p\n  WHERE ((p.id = auth.uid()) AND (p.role = 'admin'::user_role)))))
public	whatsapp_product_posts	Users can manage own store whatsapp posts	PERMISSIVE	public	ALL	((EXISTS ( SELECT 1\n   FROM user_store_memberships m\n  WHERE ((m.user_id = auth.uid()) AND (m.store_id = whatsapp_product_posts.store_id) AND (m.status = 'active'::membership_status)))) OR (EXISTS ( SELECT 1\n   FROM profiles p\n  WHERE ((p.id = auth.uid()) AND (p.role = 'admin'::user_role)))))	((EXISTS ( SELECT 1\n   FROM user_store_memberships m\n  WHERE ((m.user_id = auth.uid()) AND (m.store_id = whatsapp_product_posts.store_id) AND (m.status = 'active'::membership_status)))) OR (EXISTS ( SELECT 1\n   FROM profiles p\n  WHERE ((p.id = auth.uid()) AND (p.role = 'admin'::user_role)))))
public	whatsapp_product_posts	Users can view own store whatsapp posts	PERMISSIVE	public	SELECT	((EXISTS ( SELECT 1\n   FROM user_store_memberships m\n  WHERE ((m.user_id = auth.uid()) AND (m.store_id = whatsapp_product_posts.store_id) AND (m.status = 'active'::membership_status)))) OR (EXISTS ( SELECT 1\n   FROM profiles p\n  WHERE ((p.id = auth.uid()) AND (p.role = 'admin'::user_role)))))	
public	whatsapp_risk_state	whatsapp_risk_state_select	PERMISSIVE	public	SELECT	((store_id IN ( SELECT m.store_id\n   FROM user_store_memberships m\n  WHERE ((m.user_id = auth.uid()) AND (m.status = 'active'::membership_status)))) OR (EXISTS ( SELECT 1\n   FROM profiles p\n  WHERE ((p.id = auth.uid()) AND (p.role = 'admin'::user_role)))))	
public	whatsapp_risk_state	whatsapp_risk_state_write	PERMISSIVE	public	ALL	((store_id IN ( SELECT m.store_id\n   FROM user_store_memberships m\n  WHERE ((m.user_id = auth.uid()) AND (m.status = 'active'::membership_status) AND (m.role = ANY (ARRAY['admin'::user_role, 'manager'::user_role]))))) OR (EXISTS ( SELECT 1\n   FROM profiles p\n  WHERE ((p.id = auth.uid()) AND (p.role = 'admin'::user_role)))))	((store_id IN ( SELECT m.store_id\n   FROM user_store_memberships m\n  WHERE ((m.user_id = auth.uid()) AND (m.status = 'active'::membership_status) AND (m.role = ANY (ARRAY['admin'::user_role, 'manager'::user_role]))))) OR (EXISTS ( SELECT 1\n   FROM profiles p\n  WHERE ((p.id = auth.uid()) AND (p.role = 'admin'::user_role)))))
public	workers	workers_delete_admin	PERMISSIVE	authenticated	DELETE	(EXISTS ( SELECT 1\n   FROM profiles p\n  WHERE ((p.id = auth.uid()) AND (p.role = 'admin'::user_role))))	
