policy	git_source	live_state	classification	detail
user_store_memberships.memberships_delete_admin	git:20260614000001_add_stores_rls_policies.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=DELETE live_cmd=DELETE
user_store_memberships.memberships_insert_admin_manager	git:20260614000001_add_stores_rls_policies.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=INSERT live_cmd=INSERT
user_store_memberships.memberships_select_own_and_managed	git:20260614000001_add_stores_rls_policies.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
user_store_memberships.memberships_update_admin	git:20260614000001_add_stores_rls_policies.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=UPDATE live_cmd=UPDATE
user_strategy_feedback.Users can insert their own feedback	NOT_IN_GIT	LIVE_PRESENT	ORPHAN_LIVE	INSERT
user_strategy_feedback.Users can only see their own feedback	NOT_IN_GIT	LIVE_PRESENT	ORPHAN_LIVE	SELECT
user_strategy_feedback.Users can update their own feedback	NOT_IN_GIT	LIVE_PRESENT	ORPHAN_LIVE	UPDATE
user_usage.Users can manage their own usage logs	git:20260326_multi_tenant_hardening.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=ALL live_cmd=ALL
wallet_accounts.Admins can view all wallet accounts	git:20260706000001_wallet_rls_hardening.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
wallet_accounts.Users can delete own wallet accounts	git:20260706000001_wallet_rls_hardening.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=DELETE live_cmd=DELETE
wallet_accounts.Users can insert own wallet accounts	git:20260705000002_wallet_transfermovil.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=INSERT live_cmd=INSERT
wallet_accounts.Users can update own wallet accounts	git:20260706000001_wallet_rls_hardening.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=UPDATE live_cmd=UPDATE
wallet_accounts.Users can view own wallet accounts	git:20260705000002_wallet_transfermovil.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
wallet_transactions.Admins can view all wallet transactions	git:20260706000001_wallet_rls_hardening.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
wallet_transactions.Users can delete own wallet transactions	git:20260706000001_wallet_rls_hardening.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=DELETE live_cmd=DELETE
wallet_transactions.Users can insert own wallet transactions	git:20260705000002_wallet_transfermovil.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=INSERT live_cmd=INSERT
wallet_transactions.Users can update own wallet transactions	git:20260706000001_wallet_rls_hardening.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=UPDATE live_cmd=UPDATE
wallet_transactions.Users can view own wallet transactions	git:20260705000002_wallet_transfermovil.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
warehouse_stock.whs_delete	git:20260726000003_v2_0_lots_warehouses_abc_reconciliation.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=DELETE live_cmd=DELETE
warehouse_stock.whs_insert	git:20260726000003_v2_0_lots_warehouses_abc_reconciliation.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=INSERT live_cmd=INSERT
warehouse_stock.whs_select	git:20260726000003_v2_0_lots_warehouses_abc_reconciliation.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
warehouse_stock.whs_update	git:20260726000003_v2_0_lots_warehouses_abc_reconciliation.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=UPDATE live_cmd=UPDATE
warehouses.wh_delete	git:20260726000003_v2_0_lots_warehouses_abc_reconciliation.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=DELETE live_cmd=DELETE
warehouses.wh_insert	git:20260726000003_v2_0_lots_warehouses_abc_reconciliation.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=INSERT live_cmd=INSERT
warehouses.wh_select	git:20260726000003_v2_0_lots_warehouses_abc_reconciliation.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
warehouses.wh_update	git:20260726000003_v2_0_lots_warehouses_abc_reconciliation.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=UPDATE live_cmd=UPDATE
whatsapp_configs.whatsapp_configs_select	git:20260702000001_create_whatsapp_module.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
whatsapp_configs.whatsapp_configs_write	git:20260702000001_create_whatsapp_module.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=ALL live_cmd=ALL
whatsapp_contacts.whatsapp_contacts_select	git:20260702000001_create_whatsapp_module.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
whatsapp_contacts.whatsapp_contacts_write	git:20260702000001_create_whatsapp_module.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=ALL live_cmd=ALL
whatsapp_invitations.whatsapp_invitations_select	git:20260702000001_create_whatsapp_module.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
whatsapp_invitations.whatsapp_invitations_write	git:20260702000001_create_whatsapp_module.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=ALL live_cmd=ALL
whatsapp_messages.whatsapp_messages_select	git:20260702000001_create_whatsapp_module.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
whatsapp_messages.whatsapp_messages_write	git:20260702000001_create_whatsapp_module.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=ALL live_cmd=ALL
whatsapp_product_posts.Users can manage own store whatsapp posts	git:20260824000004_whatsapp_auto_publish.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=ALL live_cmd=ALL
whatsapp_product_posts.Users can view own store whatsapp posts	git:20260824000004_whatsapp_auto_publish.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
whatsapp_risk_state.whatsapp_risk_state_select	git:20260702000001_create_whatsapp_module.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
whatsapp_risk_state.whatsapp_risk_state_write	git:20260702000001_create_whatsapp_module.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=ALL live_cmd=ALL
workers.workers_delete_admin	git:20260626000003_workers_rls_admin_bypass.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=DELETE live_cmd=DELETE
workers.workers_insert_admin_manager	git:20260626000003_workers_rls_admin_bypass.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=INSERT live_cmd=INSERT
workers.workers_select_authenticated	git:20260626000003_workers_rls_admin_bypass.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
workers.workers_service_role_all	git:20260626000002_workers_commissions.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=ALL live_cmd=ALL
workers.workers_tenant_select	git:20260807000005_v2_21_0_rls_tenant_policies.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
workers.workers_update_admin_manager	git:20260626000003_workers_rls_admin_bypass.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=UPDATE live_cmd=UPDATE
z_reports.z_reports_select_own	git:20260810000002_v2_19_2_z_reports.sql	LIVE_PRESENT	MATCH_EXISTENCE	git_cmd=SELECT live_cmd=SELECT
audit_logs.allow admins to read all audit logs	git:20260127_enhance_audit_logs.sql	NO_LIVE	MISSING_LIVE	-
audit_logs.allow managers and encargados to read their store audit logs	git:20260127_enhance_audit_logs.sql	NO_LIVE	MISSING_LIVE	-
audit_logs.deny direct deletes to audit logs	git:20260126_fix_audit_logs_rls_and_schema.sql	NO_LIVE	MISSING_LIVE	-
audit_logs.deny direct inserts to audit logs	git:20260126_fix_audit_logs_rls_and_schema.sql	NO_LIVE	MISSING_LIVE	-
audit_logs.deny direct updates to audit logs	git:20260126_fix_audit_logs_rls_and_schema.sql	NO_LIVE	MISSING_LIVE	-
audit_logs.deny direct writes to audit_logs	git:20260320_fix_audit_v2_hallazgos.sql	NO_LIVE	MISSING_LIVE	-
cash_closures.managers and admins can update closures	git:20260213_cash_closures_hardening.sql	NO_LIVE	MISSING_LIVE	-
cash_closures.users can insert own closures	git:20260213_cash_closures_hardening.sql	NO_LIVE	MISSING_LIVE	-
cash_closures.users can view assigned store closures	git:20260213_cash_closures_hardening.sql	NO_LIVE	MISSING_LIVE	-
fc_automation_config.fc_automation_config_delete_admin	git:20260615000004_create_fc_automation_support_tables.sql	NO_LIVE	MISSING_LIVE	-
fc_automation_config.fc_automation_config_insert_roles	git:20260615000004_create_fc_automation_support_tables.sql	NO_LIVE	MISSING_LIVE	-
fc_automation_config.fc_automation_config_select_authenticated	git:20260615000004_create_fc_automation_support_tables.sql	NO_LIVE	MISSING_LIVE	-
fc_automation_config.fc_automation_config_update_roles	git:20260615000004_create_fc_automation_support_tables.sql	NO_LIVE	MISSING_LIVE	-
fc_generation_log.fc_generation_log_delete_admin	git:20260615000004_create_fc_automation_support_tables.sql	NO_LIVE	MISSING_LIVE	-
fc_generation_log.fc_generation_log_insert_roles	git:20260615000004_create_fc_automation_support_tables.sql	NO_LIVE	MISSING_LIVE	-
fc_generation_log.fc_generation_log_select_authenticated	git:20260615000004_create_fc_automation_support_tables.sql	NO_LIVE	MISSING_LIVE	-
fc_pdf_cache.fc_pdf_cache_delete_admin	git:20260615000004_create_fc_automation_support_tables.sql	NO_LIVE	MISSING_LIVE	-
fc_pdf_cache.fc_pdf_cache_insert_roles	git:20260615000004_create_fc_automation_support_tables.sql	NO_LIVE	MISSING_LIVE	-
fc_pdf_cache.fc_pdf_cache_select_authenticated	git:20260615000004_create_fc_automation_support_tables.sql	NO_LIVE	MISSING_LIVE	-
fc_pdf_cache.fc_pdf_cache_update_roles	git:20260615000004_create_fc_automation_support_tables.sql	NO_LIVE	MISSING_LIVE	-
profiles.admin full access	git:20260302_0007_fix_admin_management.sql	NO_LIVE	MISSING_LIVE	-
receipt_items.receipt_items_access	git:20260216_create_receipt_items.sql	NO_LIVE	MISSING_LIVE	-
receipt_items.receipt_items_insert	git:20260216_create_receipt_items.sql	NO_LIVE	MISSING_LIVE	-
storage.objects.store_banners_delete_admin_manager	git:20260715000003_storage_banner_policies.sql	NO_LIVE	MISSING_LIVE	-
storage.objects.store_banners_insert_admin_manager	git:20260715000003_storage_banner_policies.sql	NO_LIVE	MISSING_LIVE	-
storage.objects.store_banners_select_public	git:20260715000003_storage_banner_policies.sql	NO_LIVE	MISSING_LIVE	-
storage.objects.store_banners_update_admin_manager	git:20260715000003_storage_banner_policies.sql	NO_LIVE	MISSING_LIVE	-
store_reset_snapshots.store_reset_snapshots_delete_admin	git:20260712000001_store_reset_snapshots.sql	NO_LIVE	MISSING_LIVE	-
store_reset_snapshots.store_reset_snapshots_insert_admin	git:20260712000001_store_reset_snapshots.sql	NO_LIVE	MISSING_LIVE	-
store_reset_snapshots.store_reset_snapshots_select_admin	git:20260712000001_store_reset_snapshots.sql	NO_LIVE	MISSING_LIVE	-
store_reset_snapshots.store_reset_snapshots_update_admin	git:20260712000001_store_reset_snapshots.sql	NO_LIVE	MISSING_LIVE	-
stores.stores_delete_admin	git:20260527094858_harden_tenant_isolation_products_stores_tenants.sql	NO_LIVE	MISSING_LIVE	-
stores.stores_insert_admin_or_encargado	git:20260527094858_harden_tenant_isolation_products_stores_tenants.sql	NO_LIVE	MISSING_LIVE	-
stores.stores_select_admin_or_member	git:20260527094858_harden_tenant_isolation_products_stores_tenants.sql	NO_LIVE	MISSING_LIVE	-
stores.stores_update_admin_or_encargado_creator	git:20260527094858_harden_tenant_isolation_products_stores_tenants.sql	NO_LIVE	MISSING_LIVE	-
transfer_items.transfer_items_insert_policy	git:20260211_create_transfers.sql	NO_LIVE	MISSING_LIVE	-
transfers.transfers_insert_policy	git:20260211_create_transfers.sql	NO_LIVE	MISSING_LIVE	-
transfers.transfers_view_policy	git:20260211_create_transfers.sql	NO_LIVE	MISSING_LIVE	-
user_store_access.admins and encargados manage access	git:20260118_multi_store_rls.sql	NO_LIVE	MISSING_LIVE	-
user_store_access.users can view own store access	git:20260118_multi_store_rls.sql	NO_LIVE	MISSING_LIVE	-
user_store_memberships.memberships management	git:20260126_final_rls_fix.sql	NO_LIVE	MISSING_LIVE	-
user_store_memberships.memberships visibility	git:20260302_0007_fix_admin_management.sql	NO_LIVE	MISSING_LIVE	-
