identity	git_final_source	live_ref	body	security	search_path	signature	body_note	overall	git_final_body_md5	live_prosrc_md5
public.gbt_text_union(internal, internal)	EXTENSION-OWNED	oid:134860	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbt_text_same(gbtreekey_var, gbtreekey_var, internal)	EXTENSION-OWNED	oid:134861	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbt_bytea_consistent(internal, bytea, smallint, oid, internal)	EXTENSION-OWNED	oid:134894	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbt_bytea_compress(internal)	EXTENSION-OWNED	oid:134895	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbt_bytea_penalty(internal, internal, internal)	EXTENSION-OWNED	oid:134896	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbt_bytea_picksplit(internal, internal)	EXTENSION-OWNED	oid:134897	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbt_bytea_union(internal, internal)	EXTENSION-OWNED	oid:134898	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbt_bytea_same(gbtreekey_var, gbtreekey_var, internal)	EXTENSION-OWNED	oid:134899	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbt_numeric_consistent(internal, numeric, smallint, oid, internal)	EXTENSION-OWNED	oid:134916	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbt_numeric_compress(internal)	EXTENSION-OWNED	oid:134917	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbt_numeric_penalty(internal, internal, internal)	EXTENSION-OWNED	oid:134918	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbt_numeric_picksplit(internal, internal)	EXTENSION-OWNED	oid:134919	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbt_numeric_union(internal, internal)	EXTENSION-OWNED	oid:134920	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbt_numeric_same(gbtreekey_var, gbtreekey_var, internal)	EXTENSION-OWNED	oid:134921	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbt_bit_consistent(internal, bit, smallint, oid, internal)	EXTENSION-OWNED	oid:134938	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbt_bit_compress(internal)	EXTENSION-OWNED	oid:134939	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbt_bit_penalty(internal, internal, internal)	EXTENSION-OWNED	oid:134940	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbt_bit_picksplit(internal, internal)	EXTENSION-OWNED	oid:134941	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbt_bit_union(internal, internal)	EXTENSION-OWNED	oid:134942	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbt_bit_same(gbtreekey_var, gbtreekey_var, internal)	EXTENSION-OWNED	oid:134943	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbt_inet_consistent(internal, inet, smallint, oid, internal)	EXTENSION-OWNED	oid:134976	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbt_inet_compress(internal)	EXTENSION-OWNED	oid:134977	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbt_inet_penalty(internal, internal, internal)	EXTENSION-OWNED	oid:134978	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbt_inet_picksplit(internal, internal)	EXTENSION-OWNED	oid:134979	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbt_inet_union(internal, internal)	EXTENSION-OWNED	oid:134980	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbt_inet_same(gbtreekey16, gbtreekey16, internal)	EXTENSION-OWNED	oid:134981	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbt_uuid_consistent(internal, uuid, smallint, oid, internal)	EXTENSION-OWNED	oid:135012	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbt_uuid_fetch(internal)	EXTENSION-OWNED	oid:135013	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbt_uuid_compress(internal)	EXTENSION-OWNED	oid:135014	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbt_uuid_penalty(internal, internal, internal)	EXTENSION-OWNED	oid:135015	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbt_uuid_picksplit(internal, internal)	EXTENSION-OWNED	oid:135016	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbt_uuid_union(internal, internal)	EXTENSION-OWNED	oid:135017	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbt_uuid_same(gbtreekey32, gbtreekey32, internal)	EXTENSION-OWNED	oid:135018	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbt_macad8_consistent(internal, macaddr8, smallint, oid, internal)	EXTENSION-OWNED	oid:135035	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbt_macad8_compress(internal)	EXTENSION-OWNED	oid:135036	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbt_macad8_fetch(internal)	EXTENSION-OWNED	oid:135037	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbt_macad8_penalty(internal, internal, internal)	EXTENSION-OWNED	oid:135038	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbt_macad8_picksplit(internal, internal)	EXTENSION-OWNED	oid:135039	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbt_macad8_union(internal, internal)	EXTENSION-OWNED	oid:135040	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbt_macad8_same(gbtreekey16, gbtreekey16, internal)	EXTENSION-OWNED	oid:135041	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbt_enum_consistent(internal, anyenum, smallint, oid, internal)	EXTENSION-OWNED	oid:135058	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbt_enum_compress(internal)	EXTENSION-OWNED	oid:135059	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbt_enum_fetch(internal)	EXTENSION-OWNED	oid:135060	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbt_enum_penalty(internal, internal, internal)	EXTENSION-OWNED	oid:135061	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbt_enum_picksplit(internal, internal)	EXTENSION-OWNED	oid:135062	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbt_enum_union(internal, internal)	EXTENSION-OWNED	oid:135063	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbt_enum_same(gbtreekey8, gbtreekey8, internal)	EXTENSION-OWNED	oid:135064	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbtreekey2_in(cstring)	EXTENSION-OWNED	oid:135082	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbtreekey2_out(gbtreekey2)	EXTENSION-OWNED	oid:135083	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbt_bool_consistent(internal, boolean, smallint, oid, internal)	EXTENSION-OWNED	oid:135085	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbt_bool_compress(internal)	EXTENSION-OWNED	oid:135086	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbt_bool_fetch(internal)	EXTENSION-OWNED	oid:135087	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbt_bool_penalty(internal, internal, internal)	EXTENSION-OWNED	oid:135088	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbt_bool_picksplit(internal, internal)	EXTENSION-OWNED	oid:135089	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbt_bool_union(internal, internal)	EXTENSION-OWNED	oid:135090	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.gbt_bool_same(gbtreekey2, gbtreekey2, internal)	EXTENSION-OWNED	oid:135091	-	-	-	-	ext:btree_gist	ORPHAN_EXTENSION	-	-
public.get_worker_commission_summary(p_store_id uuid, p_date_from date, p_date_to date)	git:20260715000002_fix_rpc_no_prefix.sql	oid:135148	MATCH_BYTE	MATCH	DRIFT_SEARCH_PATH	MATCH_BY_BODY	final declarado	DRIFT_ATTRS	b0e2dbb61fc77e3a9f3bf38b55d46ece	b0e2dbb61fc77e3a9f3bf38b55d46ece
public.purge_old_reset_snapshots(p_days integer)	git:20260726000001_v1_1_stabilization.sql	oid:135446	MATCH_BYTE	MATCH	DRIFT_SEARCH_PATH	MATCH	final declarado	DRIFT_ATTRS	8b826251cf9e4c7ad4eb502ac83cb665	8b826251cf9e4c7ad4eb502ac83cb665
public.auto_kardex_on_stock_movement()	git:20260905120000_w9_b10b_modernize_reverse_devolution.sql	oid:136257	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	8ad3664feff065a177c7753ca856d2fe	8ad3664feff065a177c7753ca856d2fe
public.ensure_fiscal_period(p_store_id uuid, p_year integer, p_month integer)	git:20260726000002_v1_2_devolutions_customers_quotations_kardex_fiscal.sql	oid:136259	MATCH_BYTE	MATCH	DRIFT_SEARCH_PATH	MATCH	final declarado	DRIFT_ATTRS	391f9718402643b3cf5f0cf66270063a	391f9718402643b3cf5f0cf66270063a
public.has_store_access_as(p_user_id uuid, p_store_id uuid)	git:20260726000002_v1_2_devolutions_customers_quotations_kardex_fiscal.sql	oid:136268	DRIFT_FUNCTION_BODY	MATCH	MATCH	MATCH	cuerpo LIVE nunca declarado en Git	DRIFT_BODY	2b4e588cf482d9cd7fcfc84bb8e4b4d2	9844954f9389c7dfd318dbe96f128d54
public.create_devolution(p_store_id uuid, p_items jsonb, p_reason text, p_user_id uuid, p_original_transaction_id uuid, p_payment_method text, p_customer_id uuid, p_customer_name text, p_notes text)	git:20260727000006_v2_12_9_spoofing_p_user_id.sql	oid:136269	MATCH_BYTE	MATCH	MATCH	MATCH_BY_BODY	final declarado	MATCH	92a0d6d20925b93d525226981c7278a9	92a0d6d20925b93d525226981c7278a9
public.create_quotation(p_store_id uuid, p_items jsonb, p_user_id uuid, p_customer_id uuid, p_customer_name text, p_customer_phone text, p_discount_type text, p_discount_value numeric, p_notes text, p_valid_until date)	git:20260727000008_v2_12_12_fix_is_not_null_pattern.sql	oid:136270	MATCH_BYTE	MATCH	MATCH	MATCH_BY_BODY	final declarado	MATCH	daceb8d201b1bd85b77270d9f040b6eb	daceb8d201b1bd85b77270d9f040b6eb
public.calculate_abc(p_store_id uuid, p_year integer, p_month integer, p_user_id uuid)	git:20260727000006_v2_12_9_spoofing_p_user_id.sql	oid:136484	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	4f5654194fb7f085bc92963d983f1bf5	4f5654194fb7f085bc92963d983f1bf5
public.mark_expired_lots(p_store_id uuid)	git:20260726000003_v2_0_lots_warehouses_abc_reconciliation.sql	oid:136485	MATCH_BYTE	MATCH	DRIFT_SEARCH_PATH	MATCH	final declarado	DRIFT_ATTRS	dc4d95c50913c37487a262826205e224	dc4d95c50913c37487a262826205e224
public.create_sale(p_store_id uuid, p_seller_id uuid, p_total_amount numeric, p_items jsonb, p_subtotal numeric, p_discount_type text, p_discount_value numeric, p_payment_method text, p_tax_amount numeric, p_applied_taxes jsonb, p_transaction_id uuid, p_operation_date timestamp with time zone, p_cash_amount numeric, p_transfer_amount numeric, p_idempotency_key text, p_sale_currency text, p_sale_exchange_rate numeric, p_zelle_amount numeric, p_warehouse_id uuid, p_user_id uuid)	git:20260803000004_v2_13_4_create_sale_validate_op_date.sql	oid:136508	MATCH_BYTE	MATCH	MATCH	MATCH_BY_BODY	final declarado	MATCH	65a44650af23cb3a4fd36018b35591d5	65a44650af23cb3a4fd36018b35591d5
public.get_reorder_suggestions(p_store_id uuid, p_user_id uuid)	git:20260727000006_v2_12_9_spoofing_p_user_id.sql	oid:136513	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	73a8995ad6f63b1f5d926d6478e5e1e0	73a8995ad6f63b1f5d926d6478e5e1e0
public.auto_match_bank_items(p_statement_id uuid, p_user_id uuid)	git:20260727000006_v2_12_9_spoofing_p_user_id.sql	oid:136514	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	096b0be8cf469ea5818f5da54644997e	096b0be8cf469ea5818f5da54644997e
public.reverse_receipt(p_receipt_id uuid, p_reason text, p_user_id uuid)	git:20260727000008_v2_12_12_fix_is_not_null_pattern.sql	oid:136654	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	8dd39ad2b08111026eb69e40c57d168d	8dd39ad2b08111026eb69e40c57d168d
public.reverse_transfer(p_transfer_id uuid, p_reason text, p_user_id uuid)	git:20260905000002_w9_b10_reverse_document_authorization.sql	oid:136655	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	afe4861ccbd7baddce507ce38538f31d	afe4861ccbd7baddce507ce38538f31d
public.reverse_adjustment(p_adjustment_id uuid, p_reason text, p_user_id uuid)	git:20260727000008_v2_12_12_fix_is_not_null_pattern.sql	oid:136656	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	64cc3ca93171b998374464f79e24f570	64cc3ca93171b998374464f79e24f570
public.reverse_devolution(p_devolution_id uuid, p_reason text, p_user_id uuid)	git:20260905120000_w9_b10b_modernize_reverse_devolution.sql	oid:136657	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	f0ec3e1effe05c600fd9ad152bf7aac3	f0ec3e1effe05c600fd9ad152bf7aac3
public.fn_validate_document_transition()	git:20260913000001_rem_inv_3c_restore_document_transition_validator.sql	oid:136674	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	469c529a70fe578a6f2ac25273bd79ca	469c529a70fe578a6f2ac25273bd79ca
public.duplicate_inventory_adjustment(p_original_id uuid, p_user_id uuid)	git:20260727000008_v2_12_12_fix_is_not_null_pattern.sql	oid:136705	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	f8fd1b6211b3430afd39c90d580f92d5	f8fd1b6211b3430afd39c90d580f92d5
public.perform_inventory_adjustment(p_store_id uuid, p_product_id uuid, p_quantity_delta numeric, p_reason text, p_user_id uuid, p_unit_cost_adjustment numeric, p_operation_date timestamp with time zone)	git:20260727000008_v2_12_12_fix_is_not_null_pattern.sql	oid:136711	DRIFT_FUNCTION_BODY	MATCH	MATCH	CHECK_ARGS	cuerpo LIVE nunca declarado en Git	DRIFT_SIGNATURE	dbe5fc5b5ce9dd5d7605be51972adccf	067685e8c5b503d7573bf821bee89731
public.confirm_pending_reception(p_receipt_id uuid, p_user_id uuid, p_operation_date timestamp with time zone)	git:20260810000080_pr4_4f_fix_decimal_reception.sql	oid:136713	DRIFT_FUNCTION_BODY	MATCH	MATCH	CHECK_ARGS	cuerpo LIVE nunca declarado en Git	DRIFT_SIGNATURE	6acb16fdead893720e2b212562476842	6c5b10f97f8bb1d1c0eb83cd2c3d3c19
public.void_reception_with_reversal(p_receipt_id uuid, p_user_id uuid, p_reason text, p_operation_date timestamp with time zone)	git:20260727000008_v2_12_12_fix_is_not_null_pattern.sql	oid:136714	DRIFT_FUNCTION_BODY	MATCH	DRIFT_SEARCH_PATH	CHECK_ARGS	cuerpo LIVE nunca declarado en Git	DRIFT_SIGNATURE	06047218f8d1d7374103115279e6e37d	e86eae10b3f09939ad6c1ab9c4996217
public.compensate_inventory_error(p_store_id uuid, p_original_movement_id uuid, p_reason text, p_user_id uuid)	git:20260727000008_v2_12_12_fix_is_not_null_pattern.sql	oid:136719	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	1b03feb3441f50917d8d36f879eb096c	1b03feb3441f50917d8d36f879eb096c
public.role_name_to_enum(p_role_name text)	git:20260726000019_v2_8_unify_roles.sql	oid:136727	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	4541af0819f74e32591c30b47285ade8	4541af0819f74e32591c30b47285ade8
public.fn_sync_profile_role()	git:20260726000019_v2_8_unify_roles.sql	oid:136728	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	5023bf37ec8932b2c374a6d6e3390971	5023bf37ec8932b2c374a6d6e3390971
public.fn_generate_physical_count_number()	git:20260726000020_v2_9_h6_physical_count.sql	oid:136799	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	651cf64cc3a01b4f1bc4032c8a78c3d6	651cf64cc3a01b4f1bc4032c8a78c3d6
public.create_physical_count(p_store_id uuid, p_user_id uuid, p_notes text)	git:20260727000008_v2_12_12_fix_is_not_null_pattern.sql	oid:136801	MATCH_BYTE	MATCH	MATCH	MATCH_BY_BODY	final declarado	MATCH	84fdeb9ae2e01d3567fa2c487fc0619b	84fdeb9ae2e01d3567fa2c487fc0619b
public.record_counted_quantity(p_count_id uuid, p_product_id uuid, p_counted_quantity numeric, p_user_id uuid, p_notes text)	git:20260727000008_v2_12_12_fix_is_not_null_pattern.sql	oid:136802	MATCH_BYTE	MATCH	MATCH	MATCH_BY_BODY	final declarado	MATCH	070953d5d15d59d56c04624b10cc750c	070953d5d15d59d56c04624b10cc750c
public.apply_physical_count(p_count_id uuid, p_user_id uuid, p_apply_zero_diffs boolean)	git:20260727000008_v2_12_12_fix_is_not_null_pattern.sql	oid:136803	MATCH_BYTE	MATCH	MATCH	MATCH_BY_BODY	final declarado	MATCH	1aa71acba3c5d5585a5955329412004a	1aa71acba3c5d5585a5955329412004a
public.transfer_requires_approval(p_origin_store_id uuid, p_destination_store_id uuid, p_items jsonb)	git:20260726000021_v2_10_h7_transfer_approval.sql	oid:136850	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	559ccc278fe9c6ff234f01ca3bd66aa9	559ccc278fe9c6ff234f01ca3bd66aa9
public.approve_transfer(p_transfer_id uuid, p_user_id uuid)	git:20260727000008_v2_12_12_fix_is_not_null_pattern.sql	oid:136851	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	7d5a0ff56ec384f39820bfda14a5f376	7d5a0ff56ec384f39820bfda14a5f376
public.reject_transfer(p_transfer_id uuid, p_reason text, p_user_id uuid)	git:20260727000008_v2_12_12_fix_is_not_null_pattern.sql	oid:136852	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	30347f01ad8d305caa77a6979dc997b5	30347f01ad8d305caa77a6979dc997b5
public.confirm_inventory_adjustment(p_adjustment_id uuid, p_user_id uuid)	git:20260727000008_v2_12_12_fix_is_not_null_pattern.sql	oid:136899	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	d43cf0b83d5deb8885d49479b6914d14	d43cf0b83d5deb8885d49479b6914d14
public.void_inventory_adjustment(p_adjustment_id uuid, p_user_id uuid)	git:20260727000008_v2_12_12_fix_is_not_null_pattern.sql	oid:136900	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	bd0c24ec918a221d0970baa65955694e	bd0c24ec918a221d0970baa65955694e
public.create_devolution(p_store_id uuid, p_items jsonb, p_reason text, p_original_transaction_id uuid, p_payment_method text, p_customer_id uuid, p_customer_name text, p_notes text, p_currency text, p_exchange_rate numeric)	git:20260727000006_v2_12_9_spoofing_p_user_id.sql	oid:136967	DRIFT_FUNCTION_BODY	MATCH	DRIFT_SEARCH_PATH	CHECK_ARGS	cuerpo LIVE nunca declarado en Git	DRIFT_SIGNATURE	92a0d6d20925b93d525226981c7278a9	5676c618180f37db1cca680043bebaf4
public.adjust_sale_payment(p_transaction_id uuid, p_user_id uuid, p_payment_method text, p_cash_amount numeric, p_transfer_amount numeric, p_zelle_amount numeric, p_sale_currency text, p_sale_exchange_rate numeric, p_items_price_adjustments jsonb, p_discount_type text, p_discount_value numeric, p_reason text)	git:20260727000011_v2_12_17_adjust_sale_payment.sql	oid:137060	MATCH_BYTE	MATCH	MATCH	MATCH_BY_BODY	final declarado	MATCH	affd0085875295d7b6c6980ce670670b	affd0085875295d7b6c6980ce670670b
public.create_transfer(p_origin_store_id uuid, p_destination_store_id uuid, p_items jsonb, p_notes text, p_transaction_id uuid, p_operation_date timestamp with time zone, p_user_id uuid)	git:20260802000005_v2_12_44_transfer_confirm_remediation.sql	oid:137073	MATCH_BYTE	MATCH	MATCH	MATCH_BY_BODY	final declarado	MATCH	a1dd6f18e32593d3f93c5c44bafc91ba	a1dd6f18e32593d3f93c5c44bafc91ba
public.set_transfer_approval_rule(p_tenant_id uuid, p_store_id uuid, p_threshold_amount numeric, p_threshold_quantity numeric, p_approver_roles text[], p_is_active boolean, p_user_id uuid)	git:20260727000012_v2_12_18_fix_5_residual_is_not_null.sql	oid:137075	MATCH_BYTE	MATCH	MATCH	MATCH_BY_BODY	final declarado	MATCH	880327063ae559f685ae685792f08e1e	880327063ae559f685ae685792f08e1e
public.close_fiscal_period(p_store_id uuid, p_year integer, p_month integer, p_user_id uuid)	git:20260909000004_rem_f4_06c_fiscal_close_rpc_contract.sql	oid:137076	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	2429aa102bd9d7015c3923f8e626728d	2429aa102bd9d7015c3923f8e626728d
public.receive_to_warehouse(p_store_id uuid, p_product_id uuid, p_quantity numeric, p_unit_cost numeric, p_warehouse_id uuid, p_lot_number text, p_expiration_date date, p_user_id uuid, p_reason text)	git:20260727000012_v2_12_18_fix_5_residual_is_not_null.sql	oid:137077	MATCH_BYTE	MATCH	MATCH	MATCH_BY_BODY	final declarado	MATCH	681916c158583db74962488659d96cf5	681916c158583db74962488659d96cf5
public.reconcile_stock(p_store_id uuid, p_fix boolean, p_user_id uuid)	git:20260727000013_v2_12_19_reconcile_stock_anti_spoofing.sql	oid:137078	MATCH_BYTE	MATCH	MATCH	MATCH_BY_BODY	final declarado	MATCH	43950f25248338c1db87d5927f2cdad5	43950f25248338c1db87d5927f2cdad5
public.register_supplier_payment(p_store_id uuid, p_ref_type text, p_ref_id uuid, p_amount numeric, p_payment_method text, p_paid_by uuid, p_currency text, p_exchange_rate numeric, p_reference text, p_notes text, p_idempotency_key text, p_payment_date timestamp with time zone)	git:20260731000001_v2_12_32_fix_ot_bugs.sql	oid:137351	MATCH_BYTE	MATCH	MATCH	MATCH_BY_BODY	final declarado	MATCH	a909b468fb197f11cc9eb5c5f6ab968d	a909b468fb197f11cc9eb5c5f6ab968d
public.get_cash_report(p_store_id uuid, p_start_date timestamp with time zone, p_end_date timestamp with time zone, p_include_all_dates boolean)	git:20260904030000_w9_obs1_fix_cash_report_double_conversion.sql	oid:137379	MATCH_BYTE	MATCH	MATCH	MATCH_BY_BODY	final declarado	MATCH	18b7302ed3866de23ff460bb87e0f680	18b7302ed3866de23ff460bb87e0f680
public.validate_store_can_be_modified(p_store_id uuid, p_check_type text)	git:20260802000001_v2_12_41_fase0_remediacion.sql	oid:137398	DRIFT_FUNCTION_BODY	MATCH	MATCH	MATCH	cuerpo LIVE nunca declarado en Git	DRIFT_BODY	d6a1d6237e773d6da1ca0216822a763f	fca47bf45c01eb77c366a28aae165602
public.reset_store_data(target_store_id uuid, p_keep_catalog boolean, p_user_id uuid)	git:20260820000005_post_restore_reconciliation.sql	oid:137399	DRIFT_FUNCTION_BODY	MATCH	MATCH	CHECK_ARGS	cuerpo LIVE nunca declarado en Git	DRIFT_SIGNATURE	d44bd557c1786c60359bebfa36c3d338	bc649bdbf142aaebb883384ba40710d6
public.cancel_transfer(p_transfer_id uuid, p_reason text, p_user_id uuid)	git:20260802000002_v2_12_42_transfer_remediation.sql	oid:137483	MATCH_BYTE	MATCH	MATCH	MATCH_BY_BODY	final declarado	MATCH	381d4db2d513e4608ba3eaa79564014a	381d4db2d513e4608ba3eaa79564014a
public.get_available_stock(p_store_id uuid, p_product_id uuid)	git:20260802000004_v2_12_43_get_available_stock.sql	oid:137493	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	24dd2f22ea845ee6669c075ca57a64bd	24dd2f22ea845ee6669c075ca57a64bd
public.discover_backup_tables()	git:20260802000006_v2_12_45_backup_registry.sql	oid:137558	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	ee9395981aa2c7236814ac40a5f64c5b	ee9395981aa2c7236814ac40a5f64c5b
public.get_backup_table_list(p_include_excluded boolean)	git:20260802000006_v2_12_45_backup_registry.sql	oid:137559	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	a61a29e31dcdb4cfdb1ce2062157c13d	a61a29e31dcdb4cfdb1ce2062157c13d
public.validate_backup_registry_drift()	git:20260802000006_v2_12_45_backup_registry.sql	oid:137560	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	24b04531dbef3e6e84af18ad4228a617	24b04531dbef3e6e84af18ad4228a617
public.validate_post_restore(p_store_id uuid, p_backup_payload jsonb)	git:20260802000007_v2_12_46_restore_rpc_preview.sql	oid:137561	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	fbe19f09cb577b8370cabbd5b7add704	fbe19f09cb577b8370cabbd5b7add704
public.validate_pre_restore_fk_integrity(p_store_id uuid)	git:20260802000007_v2_12_46_restore_rpc_preview.sql	oid:137569	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	b796132c713caa6ba62ea9c93559a7be	b796132c713caa6ba62ea9c93559a7be
public.create_pre_restore_snapshot(p_store_id uuid)	git:20260802000007_v2_12_46_restore_rpc_preview.sql	oid:137570	DRIFT_FUNCTION_BODY	MATCH	MATCH	MATCH	cuerpo LIVE nunca declarado en Git	DRIFT_BODY	39376923494f2a21bb215fba2f9b811d	d1928efec1e0f6afeba3603138a8cd38
public.generate_confirmation_token(p_session_id uuid)	git:20260802000007_v2_12_46_restore_rpc_preview.sql	oid:137574	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	d59c40988daf61098968bc0b7398c19b	d59c40988daf61098968bc0b7398c19b
public.get_table_writable_columns(p_table_name text)	git:20260802000007_v2_12_46_restore_rpc_preview.sql	oid:137575	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	f115613521751b8874966d5f0edef7d5	f115613521751b8874966d5f0edef7d5
public.restore_store_backup(p_store_id uuid, p_backup_payload jsonb, p_mode text, p_confirmation_token text)	git:20260802000008_v2_12_47_restore_rpc_execute.sql	oid:137580	DRIFT_FUNCTION_BODY	MATCH	MATCH	CHECK_ARGS	cuerpo LIVE nunca declarado en Git	DRIFT_SIGNATURE	9c16981a8b81fab7febe44fd1eb1aa79	fe49ee4a4b895f81a3d9308a07d58282
public.audit_backup_restore_protected_change()	NOT_IN_GIT	oid:137780	-	-	-	-	-	ORPHAN_LIVE	-	-
public.generate_bulk_confirmation_token(p_store_ids uuid[], p_action text, p_user_id uuid)	git:20260818000002_bulk_delete_functions_versioned.sql	oid:137812	MATCH_BYTE	MATCH	MATCH	MATCH	final declarado	MATCH	d2047bda7ff1c278ea655d6a1dd01158	d2047bda7ff1c278ea655d6a1dd01158
